readout	phenotype	arm	method	estimate	se	p	n	legacy_estimate	legacy_se	legacy_p	legacy_n	legacy_note
PRS between-family beta_B EA	slope_PC2	EUR	SBayesR	0.024973	0.016738	0.13579	726	0.010708	0.016921	0.52691	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC2	EUR	SBayesRC	0.025967	0.016756	0.12131	726	0.014522	0.016953	0.39173	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC3	EUR	CT	-0.028762	0.016911	0.089077	726	0.049649	0.01667	0.0029193	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC3	EUR	PRSCS	-0.029674	0.016797	0.077385	726	0.021282	0.016828	0.20609	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC3	EUR	SBayesR	-0.027261	0.016819	0.10514	726	0.023949	0.016811	0.15438	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC3	EUR	SBayesRC	-0.020212	0.016842	0.23019	726	0.01716	0.016845	0.30843	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	baseline_thickness	EUR	CT	-0.033069	0.016716	0.047981	726	-0.024652	0.017228	0.15254	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	baseline_thickness	EUR	PRSCS	-0.029529	0.01672	0.077475	726	-0.02539	0.01719	0.13975	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	baseline_thickness	EUR	SBayesR	-0.025791	0.016939	0.12796	726	-0.019048	0.017355	0.27249	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	baseline_thickness	EUR	SBayesRC	-0.025994	0.016808	0.12208	726	-0.021602	0.017224	0.20987	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	global_slope	EUR	CT	-0.018485	0.015335	0.22813	726	-0.026153	0.015755	0.097013	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	global_slope	EUR	PRSCS	-0.0094039	0.015407	0.54165	726	-0.0091457	0.015771	0.56202	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	global_slope	EUR	SBayesR	-0.025168	0.015582	0.10636	726	-0.021743	0.015882	0.17107	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	global_slope	EUR	SBayesRC	-0.018482	0.01547	0.23228	726	-0.016102	0.015773	0.30739	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC1	EUR	CT	-0.02934	0.015977	0.066391	726	0.018274	0.016281	0.26178	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC1	EUR	PRSCS	-0.011361	0.016005	0.47787	726	-0.0016942	0.0163	0.91722	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC1	EUR	SBayesR	-0.023752	0.016175	0.14207	726	0.01415	0.01641	0.38858	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC1	EUR	SBayesRC	-0.022709	0.01606	0.15744	726	0.01067	0.016298	0.5127	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC2	EUR	CT	0.02002	0.016548	0.22645	726	0.02538	0.016817	0.13135	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC2	EUR	PRSCS	-0.0037125	0.016424	0.82118	726	0.014237	0.016738	0.39508	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC2	EUR	SBayesR	0.0053677	0.016613	0.74664	726	0.01638	0.016861	0.33137	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC2	EUR	SBayesRC	0.006763	0.016491	0.68176	726	0.019908	0.016742	0.23447	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC3	EUR	CT	0.017971	0.016619	0.27962	726	-0.026996	0.016611	0.10422	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC3	EUR	PRSCS	0.021822	0.016489	0.18577	726	-0.004435	0.016627	0.78969	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC3	EUR	SBayesR	0.024528	0.016688	0.14171	726	-0.019892	0.016751	0.23512	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_eur	slope_PC3	EUR	SBayesRC	0.031892	0.01656	0.054202	726	-0.0091275	0.016635	0.58326	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	baseline_thickness	full	CT	-0.067737	0.02392	0.0046415	1449	-0.066235	0.02462	0.0071556	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	baseline_thickness	full	PRSCS	-0.04121	0.020924	0.048929	1449	-0.038888	0.021545	0.071116	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	baseline_thickness	full	SBayesR	-0.039928	0.02633	0.12945	1449	-0.038568	0.027147	0.15544	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	baseline_thickness	full	SBayesRC	-0.030481	0.02104	0.14746	1449	-0.030765	0.021663	0.15559	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	global_slope	full	CT	-0.021191	0.012258	0.083902	1449	-0.038581	0.022108	0.08101	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	global_slope	full	PRSCS	-0.028908	0.019824	0.14483	1449	-0.033057	0.020425	0.10561	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	global_slope	full	SBayesR	-0.060767	0.024961	0.014939	1449	-0.072878	0.025751	0.0046667	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	global_slope	full	SBayesRC	-0.035473	0.019916	0.074932	1449	-0.039123	0.020511	0.056513	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC1	full	CT	-0.035866	0.017908	0.045243	1449	0.041738	0.022816	0.067391	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC1	full	PRSCS	-0.028526	0.020649	0.16717	1449	0.026638	0.021082	0.20643	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC1	full	SBayesR	-0.045208	0.026006	0.08219	1449	0.057564	0.026582	0.030387	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC1	full	SBayesRC	-0.035807	0.020738	0.084283	1449	0.032462	0.021169	0.12519	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC2	full	CT	0.022971	0.018196	0.20684	1449	0.042321	0.018725	0.023847	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC2	full	PRSCS	0.0076213	0.020976	0.71636	1449	0.039324	0.021542	0.067973	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC2	full	SBayesR	0.018656	0.026419	0.48012	1449	0.049702	0.027169	0.067389	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC2	full	SBayesRC	0.020994	0.02107	0.31909	1449	0.046011	0.021635	0.033477	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC3	full	CT	0.033494	0.023849	0.16024	1449	-0.040402	0.022879	0.07746	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC3	full	PRSCS	0.031309	0.020855	0.13332	1449	-0.017701	0.02114	0.40243	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC3	full	SBayesR	0.038836	0.026264	0.13928	1449	-0.043424	0.026659	0.10338	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B MDD_pooled	slope_PC3	full	SBayesRC	0.038012	0.020952	0.069679	1449	-0.01506	0.021232	0.47814	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	baseline_thickness	EUR	CT	-0.025068	0.016736	0.13427	726	-0.023327	0.018744	0.21339	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	baseline_thickness	EUR	PRSCS	0.0019864	0.016903	0.90646	726	0.0054692	0.017914	0.76016	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	baseline_thickness	EUR	SBayesR	0.010676	0.016997	0.52996	726	0.01062	0.017465	0.5432	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	baseline_thickness	EUR	SBayesRC	0.012094	0.016869	0.47344	726	0.014705	0.017368	0.39722	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	global_slope	EUR	CT	-0.035844	0.015502	0.020822	726	-0.043725	0.015814	0.0057224	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	global_slope	EUR	PRSCS	-0.025645	0.015527	0.098697	726	-0.023685	0.016399	0.14875	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	global_slope	EUR	SBayesR	-0.034528	0.015622	0.027152	726	-0.036501	0.015964	0.02229	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	global_slope	EUR	SBayesRC	-0.033219	0.015507	0.032246	726	-0.035786	0.015882	0.024305	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC1	EUR	CT	-0.052075	0.016073	0.0012075	726	0.041459	0.016346	0.011245	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC1	EUR	PRSCS	-0.038015	0.016101	0.018281	726	0.020111	0.016943	0.23532	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC1	EUR	SBayesR	-0.037448	0.016211	0.020944	726	0.029914	0.016495	0.069848	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC1	EUR	SBayesRC	-0.033502	0.016096	0.03747	726	0.024576	0.016414	0.1344	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC2	EUR	CT	0.039003	0.016517	0.018266	726	0.042271	0.016787	0.011844	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC2	EUR	PRSCS	0.017694	0.016551	0.28513	726	0.011062	0.017414	0.52532	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC2	EUR	SBayesR	0.016902	0.016657	0.31032	726	0.0090992	0.01696	0.59164	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC2	EUR	SBayesRC	0.01188	0.016537	0.47255	726	0.0027757	0.016873	0.86934	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC3	EUR	CT	0.030572	0.016488	0.063791	726	-0.021872	0.016691	0.19015	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC3	EUR	PRSCS	0.0050323	0.016643	0.7624	726	-0.0036325	0.017304	0.83374	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC3	EUR	SBayesR	-0.0081118	0.016743	0.62808	726	-0.014904	0.016851	0.3765	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_eur	slope_PC3	EUR	SBayesRC	-0.0004269	0.01662	0.97951	726	-0.0075326	0.016764	0.65322	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	baseline_thickness	full	CT	0.015649	0.015562	0.31464	1449	0.019722	0.015844	0.21325	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	baseline_thickness	full	PRSCS	-0.012977	0.018566	0.48459	1449	-0.016793	0.019222	0.38235	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	baseline_thickness	full	SBayesR	0.00023843	0.02486	0.99235	1449	-0.01231	0.025663	0.63148	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	baseline_thickness	full	SBayesRC	-0.0069928	0.018285	0.70216	1449	-0.016712	0.018867	0.37577	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	global_slope	full	CT	-0.047579	0.014646	0.0011648	1449	-0.04471	0.01491	0.0027224	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	global_slope	full	PRSCS	-0.03723	0.017547	0.033888	1449	-0.024191	0.018167	0.18303	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	global_slope	full	SBayesR	-0.078081	0.023558	0.00092271	1449	-0.079732	0.024329	0.0010536	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	global_slope	full	SBayesRC	-0.048335	0.017289	0.0051923	1449	-0.04269	0.017837	0.016722	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC1	full	CT	-0.042148	0.01403	0.0026736	1449	0.043028	0.015386	0.0051784	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC1	full	PRSCS	-0.058137	0.018257	0.0014566	1449	0.044512	0.018739	0.017559	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC1	full	SBayesR	-0.080695	0.02454	0.0010127	1449	0.088376	0.025103	0.00043355	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC1	full	SBayesRC	-0.06299	0.017995	0.00046726	1449	0.055798	0.018399	0.0024334	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC2	full	CT	0.024273	0.015497	0.11732	1449	0.030922	0.015735	0.049435	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC2	full	PRSCS	0.0217	0.018561	0.2424	1449	0.021858	0.019167	0.25417	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC2	full	SBayesR	0.035435	0.02494	0.15542	1449	0.034458	0.025679	0.17968	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC2	full	SBayesRC	0.025816	0.018294	0.15824	1449	0.018434	0.018824	0.32748	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC3	full	CT	-0.014424	0.015476	0.35135	1449	-0.037676	0.015437	0.014685	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC3	full	PRSCS	0.0049422	0.018468	0.78901	1449	-0.034966	0.0188	0.06295	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC3	full	SBayesR	0.014949	0.0248	0.54668	1449	-0.05924	0.025187	0.018701	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B SCZ_pooled	slope_PC3	full	SBayesRC	0.0075342	0.0182	0.67891	1449	-0.042098	0.018461	0.02262	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	baseline_thickness	EUR	CT	0.018823	0.040215	0.63988	726	0.041504	0.04074	0.30868	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	baseline_thickness	EUR	PRSCS	0.083955	0.040309	0.037609	726	0.10204	0.040768	0.012542	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	baseline_thickness	EUR	SBayesR	0.089015	0.041131	0.030762	726	0.11874	0.041641	0.0044798	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	baseline_thickness	EUR	SBayesRC	0.093744	0.04182	0.025276	726	0.11233	0.042326	0.0081388	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	global_slope	EUR	CT	-0.026985	0.045296	0.55152	726	-0.043383	0.050493	0.39048	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	global_slope	EUR	PRSCS	-0.037864	0.047219	0.42287	726	-0.00055495	0.052766	0.99161	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	global_slope	EUR	SBayesR	-0.015818	0.048222	0.74299	726	0.019262	0.054004	0.72143	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	global_slope	EUR	SBayesRC	0.019415	0.049014	0.69214	726	0.047529	0.054796	0.38598	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC1	EUR	CT	0.036559	0.053602	0.49542	726	-0.024846	0.056348	0.65938	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC1	EUR	PRSCS	-0.011747	0.053902	0.82755	726	-0.025604	0.056543	0.65081	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC1	EUR	SBayesR	0.038338	0.054987	0.48589	726	-0.080243	0.057805	0.16548	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC1	EUR	SBayesRC	0.016673	0.055922	0.76568	726	-0.061698	0.05874	0.29388	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC2	EUR	CT	-0.020373	0.051058	0.69	726	-0.046517	0.054431	0.39302	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC2	EUR	PRSCS	0.050989	0.051325	0.32081	726	0.039046	0.055091	0.47868	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC2	EUR	SBayesR	0.0081674	0.052401	0.87618	726	-0.016212	0.056385	0.77379	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC2	EUR	SBayesRC	0.0069334	0.053283	0.8965	726	0.0017347	0.057265	0.97584	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC3	EUR	CT	0.025173	0.044812	0.57448	726	0.075759	0.052731	0.15128	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC3	EUR	PRSCS	-0.01271	0.047075	0.78725	726	0.069477	0.052968	0.19008	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC3	EUR	SBayesR	-0.038745	0.048018	0.42	726	0.095483	0.054131	0.078214	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ	slope_PC3	EUR	SBayesRC	-0.057708	0.048805	0.23744	726	0.07257	0.055031	0.18773	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	baseline_thickness	EUR	CT	0.027943	0.04087	0.49437	726	0.064664	0.041602	0.12055	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	baseline_thickness	EUR	PRSCS	0.061639	0.041563	0.13848	726	0.09069	0.04235	0.032582	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	baseline_thickness	EUR	SBayesR	0.082765	0.041319	0.045528	726	0.1216	0.041906	0.0038275	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	baseline_thickness	EUR	SBayesRC	0.062753	0.041783	0.13355	726	0.08829	0.042602	0.038592	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	global_slope	EUR	CT	0.0078006	0.050336	0.87689	726	0.00032776	0.05586	0.99532	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	global_slope	EUR	PRSCS	-0.0052301	0.048637	0.9144	726	0.0088587	0.054738	0.87147	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	global_slope	EUR	SBayesR	0.014331	0.048425	0.76736	726	0.036927	0.054366	0.49718	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	global_slope	EUR	SBayesRC	0.019809	0.048889	0.68547	726	0.037562	0.055054	0.49526	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC1	EUR	CT	0.022621	0.057314	0.69319	726	-0.019995	0.057543	0.72833	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC1	EUR	PRSCS	-0.0039679	0.055508	0.94303	726	-0.067427	0.058588	0.25014	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC1	EUR	SBayesR	0.046241	0.055218	0.40262	726	-0.086028	0.058202	0.13979	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC1	EUR	SBayesRC	0.025444	0.055762	0.64831	726	-0.067549	0.058977	0.25242	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC2	EUR	CT	0.02254	0.054624	0.67999	726	0.0229	0.056039	0.68291	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC2	EUR	PRSCS	0.018532	0.052866	0.72603	726	-0.022007	0.057109	0.70008	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC2	EUR	SBayesR	0.012519	0.052623	0.81202	726	-0.003983	0.056769	0.94408	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC2	EUR	SBayesRC	-0.0069418	0.053145	0.89611	726	-0.010254	0.057509	0.85853	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC3	EUR	CT	-0.068084	0.050091	0.17452	726	0.076967	0.053879	0.15362	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC3	EUR	PRSCS	-0.070242	0.048389	0.14705	726	0.040755	0.055028	0.45919	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC3	EUR	SBayesR	-0.059392	0.048182	0.21811	726	0.090921	0.054518	0.095855	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP	slope_PC3	EUR	SBayesRC	-0.067014	0.048652	0.16882	726	0.05017	0.055305	0.36466	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	baseline_thickness	EUR	CT	-0.00085757	0.038912	0.98242	726	0.022275	0.039604	0.574	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	baseline_thickness	EUR	PRSCS	0.034062	0.041749	0.41483	726	0.041415	0.042569	0.33094	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	baseline_thickness	EUR	SBayesR	0.036647	0.039271	0.35102	726	0.045755	0.039769	0.25033	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	baseline_thickness	EUR	SBayesRC	0.057533	0.039141	0.14201	726	0.051461	0.03962	0.19441	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	global_slope	EUR	CT	0.00068997	0.050323	0.98906	726	-0.0094466	0.055749	0.86549	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	global_slope	EUR	PRSCS	0.017896	0.048794	0.7139	726	0.010052	0.054828	0.85457	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	global_slope	EUR	SBayesR	0.018743	0.045916	0.68324	726	0.034732	0.051284	0.49844	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
