gene	dCT + CT|DK	dCT alone|DK	CT + dCT + T1T2 + dT1T2|DK	dCT + CT|HCP	dCT alone|HCP
ANKRD36C	-2.05378	-0.475365	-2.56884		
ANKRD37	0.0688789	1.41918	0.176386	0.229599	0.941069
ANKRD42	-1.07948	-0.9301	-1.80015	-3.26612	-2.4174
ANKRD44	-3.01069	-1.37689	-2.03629		
ANKRD45	-1.57943	-0.995458	-1.68684	0.071095	0.426945
ANKRD49	0.374307	1.46682	0.248872	1.13186	1.71734
ANKRD50	2.18044	-0.00363256	3.76166	2.58558	0.782821
ANKRD54	-1.93826	-2.64197	-2.99661	-3.10104	-3.41389
ANKRD55	4.55428	0.711116	3.23205	6.55582	4.23595
ANKRD6	2.34652	-0.552534	4.45203	3.39181	0.755632
ANKRD62	-2.07931	0.0706475	-2.73605	-5.46448	-2.08039
ANKRD65	0.307455	1.41852	-0.390192	-0.102254	0.678291
ANKRD9	-2.43858	-0.616618	-2.20682	-0.947027	-0.00489861
ANKS1A	-1.44331	0.518164	-0.928721	0.217786	0.987018
ANKS1B	-0.0166249	0.82547	-0.133049	1.67511	2.27817
ANKS3	1.54288	2.65109	2.5133	1.14234	2.01548
ANKS6	0.904827	2.28307	2.56158	0.230337	1.20604
ANKZF1	1.1403	2.26194	2.06971	2.2983	3.21824
ANLN	-0.978115	-0.187529	-0.313573	-3.25907	-2.60428
ANO1	1.80371	2.7956	2.13244		
ANO10	0.369472	-0.29719	2.58547	2.71012	2.1147
ANO2	1.15952	-0.846586	0.577611	1.50598	0.555703
ANO3	4.54016	-0.13398	3.78302	1.18756	-0.543629
ANO4				-1.54686	-1.06749
ANO5	2.33956	2.98505	3.09736	1.88144	2.29937
ANO6	-5.71677	-4.00756	-5.01689		
ANO7	1.77785	2.1911	1.65647	1.4775	1.6781
ANO8	-1.09279	-0.341382	-0.100496		
ANOS1	0.563251	-0.765888	1.08554	2.45188	1.64656
ANP32A	-3.96008	-1.20302	-2.4922	-4.03224	-3.6041
ANP32A-IT1	-2.0773	-0.323927	-0.667995		
ANP32AP1	-10.4319	-4.76674	-10.1514		
ANP32D	-6.06151	-3.38531	-6.47133		
ANP32E	-1.02864	-1.88092	-0.815211	1.23476	0.434606
ANTXR1	-2.08264	0.587654	-2.13039	0.673063	1.74337
ANTXR2	-2.57797	-0.668608	-2.25836	-1.42255	-1.2329
ANXA1	-0.191317	-0.41145	-0.553909	-1.21027	-1.81078
ANXA11	0.350252	-1.22073	0.331492	0.864305	0.028804
ANXA2	-4.96735	-4.75448	-4.92147	-3.58781	-3.94472
ANXA2P1	-2.86163	-3.95188	-2.67806		
ANXA2P3	4.84715	4.65103	3.3466	5.25046	6.31316
ANXA3	0.103186	0.661399	0.0556631	-0.608242	-0.216817
ANXA4	-0.315187	-1.09996	-0.392146	-3.1443	-3.44849
ANXA5	-5.03327	-3.62356	-7.45813	-4.87954	-3.34619
ANXA6	0.283491	0.89914	0.0587096	-1.99236	-1.60143
AOAH	-4.77965	-5.3724	-4.44233		
AOC2	2.36586	2.64986	2.54141		
AP1AR	-2.30631	-0.445362	-4.22355		
AP1G2	2.15456	2.88373	2.77432	4.12881	5.18266
AP1M1	2.64814	1.83089	2.31751		
AP1S1	1.69433	-0.803842	0.501121	-0.335156	-1.48251
AP1S2	-0.802498	-0.68903	-2.27733	-2.17356	-1.61155
AP1S3	-0.414766	0.853789	-0.590622		
AP2A2	2.77238	0.513709	2.10383	0.750412	-0.435231
AP2B1	0.0214104	-1.99756	-0.191573	-1.18174	-1.90942
AP2M1	1.4683	-0.50126	1.3733		
AP2S1	0.818564	-1.04887	-0.561077	-0.621303	-1.42448
AP3B1	-3.13452	-4.09376	-4.1058		
AP3B2	4.19254	1.80765	3.29676	3.12948	1.22088
AP3M1	-1.32717	-2.43154	-1.27029		
AP3M2	4.32807	0.82654	3.39577	4.49978	1.78336
AP3S1	1.12041	-1.52793	0.531575	0.0109649	-1.12708
AP4B1	-0.073721	1.26028	0.390856		
AP4E1	0.933406	1.94497	1.92615	1.12679	1.57983
AP5B1	-1.33904	0.201231	-2.12232		
AP5M1	-2.37231	0.330975	-1.87363	-0.751315	-0.181435
AP5S1	-0.495176	-1.61687	-0.86832	-2.16187	-2.6875
APAF1	-0.983991	-1.60383	-1.44871	0.308536	-0.268545
APBA1	0.0698776	-1.06117	-1.01386	0.708979	0.0408993
APBA2	2.46087	3.36609	2.81774		
APBA3	-0.670378	0.0550509	0.101256		
APBB1IP	-3.12098	-3.02959	-4.1345	-3.89354	-3.85954
APBB2	0.33843	0.580822	0.29422	-1.23207	-1.15488
APBB3	2.16668	2.47182	2.39222		
APCDD1	-1.75719	-2.63666	-1.6892	1.36751	0.782063
APEH	4.03739	1.66901	3.90531	1.74267	0.894079
APEX2	4.05323	1.11334	2.74395	1.47405	0.693856
APH1A	-1.19769	-0.947063	-2.41427		
APH1B	-2.13859	-3.0533	-0.93411		
API5	2.15516	2.97679	1.67822	2.57132	3.03527
APIP	-2.98853	0.0266035	-1.9216	-3.57948	-1.44238
APLN	-2.92445	-3.36746	-2.15883	-0.492581	-1.05569
APLNR	-1.9277	-2.55604	-1.01451	-0.959986	-1.34465
APLP2	3.49036	2.99014	5.30141		
APMAP	5.02868	1.20913	4.01439	3.54398	1.79561
APOC1	-2.24637	-3.13932	-5.71118	-2.20171	-2.4904
APOE	-2.09062	-2.91514	-3.29228	-0.041888	-0.621905
APOL1	1.35653	2.07379	1.94712	-0.234852	0.224375
APOL2	1.25995	2.29908	2.33268	0.199806	0.80276
APOL4	1.71376	2.28104	2.19872		
APOLD1	-0.990341	-0.0562797	-1.1493	-1.69199	-1.17055
APOM	-0.321334	-1.65648	-0.279209	0.282399	-0.221818
APOOL	-1.03699	-0.86581	-0.906935		
APOPT1	-2.57993	-3.12559	-3.99734	-2.85089	-3.01573
APPBP2	1.93633	2.88042	1.9039	0.509374	1.00401
APPL2	-3.66658	-4.16176	-6.59459		
APRT	0.950796	-0.821362	-0.209966	-0.367199	-1.10834
APTR	-1.10906	-2.32763	-1.66855	-2.43202	-2.60086
AQP1	0.270114	0.00473535	2.50404	1.00565	0.890429
AQP11	2.20387	2.08377	4.34594		
AQP4	-0.665781	-1.79527	-0.262929	1.79414	0.886789
AQP5	-3.76253	-5.43235	-3.89604	-3.59144	-4.4141
AQP9	6.59029	2.93268	5.65846	4.6279	2.96505
AQR	-2.2896	0.201102	-1.83763		
AR	-0.298535	1.11013	-0.836988	-1.53124	-0.37366
ARAP1	-2.01892	-1.04617	-0.938051		
ARAP2	0.905468	1.86681	1.10103	2.18022	2.54118
ARAP3	2.60624	3.71796	2.85998	5.7502	6.02919
ARC	0.208747	1.78491	0.946049	0.332926	1.15347
ARF3	4.34333	1.04643	2.48886	2.99959	1.50431
ARF4	-0.258818	-1.64325	-1.19976		
ARFGAP1	1.48923	2.31384	1.19676		
ARFGAP3	1.23976	-0.846329	0.113201	1.69485	0.861363
ARFGEF1	-1.46964	0.445046	-1.00161	-2.75836	-2.10181
ARFGEF2	0.892306	1.85506	1.63035	-0.44787	0.342276
ARFGEF3	0.848926	-1.56195	-0.229296	0.456823	-0.66487
ARFIP1	1.83844	0.511779	2.41988		
ARFIP2	4.51811	3.16349	4.25124		
ARFRP1	1.97364	3.19395	2.08312		
ARG2	1.54422	2.63372	1.51454	0.555295	1.05798
ARGLU1	-2.93933	-3.61789	-2.92509		
ARHGAP10	0.315288	1.09281	-0.778934	0.50224	0.865297
ARHGAP12	5.29672	-0.0660413	4.25557	4.6173	1.923
ARHGAP18	-3.94446	-4.5348	-3.02521	-2.12314	-2.51404
ARHGAP20	6.30782	3.73247	6.30108		
ARHGAP22	-2.34664	-2.32647	-1.55935	-4.70412	-5.40153
ARHGAP23	-0.32244	-2.06822	-0.110201		
ARHGAP25	2.29422	2.35568	5.19975	1.48116	1.20231
ARHGAP26	3.36715	3.89709	4.12941	2.38772	2.65652
ARHGAP27	-5.3025	-1.96756	-5.67061	-1.82173	-1.46854
ARHGAP27P1	0.00312707	1.41861	0.463403	0.85496	1.59069
ARHGAP27P2	3.1891	4.8423	2.65603	4.91827	5.42561
ARHGAP28	5.77606	0.713891	6.69081	8.95382	3.19649
ARHGAP29	4.69713	3.53343	2.88173	5.84226	6.17961
ARHGAP31	-1.80324	-2.5458	-1.51992	1.37474	1.05483
ARHGAP32	-0.198705	1.30373	-0.763573	1.27521	2.06791
ARHGAP33	1.97314	-0.929933	1.9921	3.03237	0.634533
ARHGAP36	-0.694266	-2.0508	-0.4752	-0.0153224	-0.770511
ARHGAP39	-0.0213738	1.88465	0.592905	1.53781	2.29719
ARHGAP4	0.130857	-1.43077	0.961822	0.436268	-0.448187
ARHGAP42	0.896495	-0.322611	1.78874	2.46772	2.21841
ARHGAP44	-0.280519	1.1192	0.161059	-1.58197	-0.832958
ARHGAP45	-1.27148	-2.26634	-2.00686	-3.30752	-3.73745
ARHGAP5-AS1	-0.261289	-1.52842	-0.745936	1.31038	0.369761
ARHGAP6	-2.23589	-3.28254	-3.41695	-1.84803	-2.1667
ARHGAP9	0.0825268	1.39808	-0.567985	-1.29756	-0.221886
ARHGDIA	1.86933	-1.10819	1.515	0.131385	-1.04005
ARHGDIB	1.13466	-0.893258	-0.170068	-0.506516	-1.41051
ARHGDIG	5.12009	0.758937	4.99605	2.95562	0.787183
ARHGEF10	-0.0925145	0.727379	0.298237	0.175556	0.567813
ARHGEF10L	-2.46132	0.654125	-0.886366	-1.01901	-0.176561
ARHGEF11	-1.45102	0.403167	-1.57903	-0.219194	0.798477
ARHGEF12	1.48383	2.58496	0.874017	3.45562	4.174
ARHGEF16	1.0281	1.92506	2.60613	0.426492	0.719991
ARHGEF17	1.58603	2.26396	2.76247	0.795257	1.10677
ARHGEF18	-0.00483411	1.82062	0.675376	0.408392	1.03355
ARHGEF2	1.07327	1.83127	0.495912	0.396364	0.669757
ARHGEF25	4.88074	3.44876	5.0818		
ARHGEF26	-2.18466	-2.78973	-2.70628		
ARHGEF26-AS1	-2.1888	-2.66583	-3.10911	1.31946	0.749146
ARHGEF28	2.48405	-0.469165	2.57647	0.0739304	-1.18403
ARHGEF3	1.68997	2.34346	1.8678		
ARHGEF33	-1.73472	-1.21901	-3.40809		
ARHGEF4	1.00989	0.114738	1.48278	-0.33837	-0.754767
ARHGEF40	-2.9083	-2.94521	-2.85869	-0.361159	-1.11006
ARHGEF6	-2.45285	-2.74393	-2.94008	-2.1015	-1.96368
ARHGEF7	-4.34221	0.399748	-2.982	-0.929434	0.35852
ARID1A	-0.0379544	-0.157239	0.1205		
ARID1B	-1.45868	0.403347	-1.26793		
ARID2	2.19841	2.86053	2.62971	2.12963	2.63522
ARID3A	-0.423224	0.630476	-1.17689		
ARID3B	-4.56284	-1.39794	-5.78519	-2.67349	-1.8582
ARID3C	1.03412	1.51345	1.09379		
ARID4B	0.485432	1.9624	1.34251		
ARID5A	7.55939	4.48269	5.9545	7.44839	7.51948
ARID5B	-0.480587	1.50276	1.36446	0.165525	1.22056
ARIH1	0.715638	1.94772	1.04375		
ARIH2	-3.61935	0.513915	-2.63593	-1.8925	-0.3303
ARL10	0.745561	-0.798423	1.01107	1.72392	0.660201
ARL13B	-3.83051	-0.489977	-3.02442	-1.86028	-0.465746
ARL14EP	0.185265	-0.739252	-1.5761		
ARL15	3.07501	0.306901	3.30406	1.23393	-0.357598
ARL16	-0.976559	-2.09597	-3.55912	-1.95661	-2.15291
ARL17A	-0.503127	0.37877	-0.526221	0.633785	1.11396
ARL17B	-2.04951	-0.580028	-1.07406		
ARL2	0.529469	1.13571	0.0236265		
ARL2BP	-0.7108	1.15454	-0.662804	0.733977	1.40696
ARL3	-0.0494137	-1.67997	-1.2911	0.0273697	-0.981194
ARL4A	-0.472133	-0.661305	-1.26962	0.381812	0.391759
ARL4C	3.92777	6.23601	3.50122	5.97066	6.14871
ARL4D	1.64698	1.84421	2.34935	-0.0523531	-0.179307
ARL5A	-3.02904	-0.390317	-2.62337	-2.96174	-2.54465
ARL5B	1.53877	2.50928	2.85809	1.93279	2.18757
ARL6	3.95415	4.15365	3.65537	-0.0407929	0.353519
ARL6IP1	1.49477	-0.293576	1.45446		
ARL6IP4	0.910803	-0.321543	-0.742841		
ARL6IP5	1.26379	1.87578	0.648044	-0.390718	-0.00650292
ARL8B	2.24415	2.16219	3.36245		
ARL9	-0.950389	-1.14872	-2.95107	-0.170516	-0.0231526
ARMC1	-1.33026	0.139431	-0.55876		
ARMC10	2.16146	-0.893064	2.16169	0.613542	-0.498596
ARMC2	0.245585	-1.09591	-0.550934	1.71228	1.32174
ARMC4	2.80227	3.56594	3.21436		
ARMC7	1.30483	1.68437	0.147636		
ARMC8	3.36746	3.70691	7.48919	1.29571	1.57891
ARMC9	0.544957	0.956499	0.827226	2.03661	2.88722
ARMCX1	4.99287	-0.00957348	3.99725	4.01802	0.885249
ARMCX2	2.59408	-0.190975	1.62701	0.569347	-0.804501
ARMCX3	2.16697	2.56854	2.65566		
ARMCX4	0.881233	2.3969	2.39113	2.56126	3.29183
ARMCX6	-0.600171	-0.806405	0.147707	-0.748869	-0.549579
ARMT1	0.0872173	1.15058	-1.14248	-2.33778	-1.58442
ARNT	0.640727	1.84526	1.12624		
ARNT2	2.89869	-0.263609	1.11006	3.55448	2.21841
ARNTL	2.21881	2.87011	1.33032	1.11458	1.82176
ARNTL2	1.16139	-0.120595	0.751544	0.0196197	-0.352738
ARPC1B	-2.16056	-2.34975	-2.89322		
ARPC2	1.43917	-0.930807	0.365743	-0.0671742	-1.02046
ARPC3	-0.0373513	-1.8026	-1.67705	-0.766884	-1.55275
ARPC4	0.921197	-1.01512	0.0762408		
ARPC5	-1.23847	-2.92613	-1.09725	-2.91976	-3.09941
ARPC5L	-2.91775	-2.78002	-3.96932		
ARPIN	-1.58531	-0.523999	-0.148658		
ARPP19	4.03801	0.817321	3.46871	2.77747	0.701843
ARPP21	0.313097	1.89071	1.324	3.33852	4.4076
ARRB1	-0.0988101	-1.42247	-0.0980296	1.00149	0.112076
ARRB2	1.24741	-0.952154	-0.0691411	-0.374212	-1.05719
ARRDC1-AS1	-1.73387	-0.605922	-2.03561	-1.82899	-1.36339
ARRDC3	-0.648496	0.811371	0.207876		
ARRDC4	-1.29724	0.0839439	0.011952		
ARSF	-1.44196	-2.66766	-1.40536		
ARSG	1.99854	2.78521	1.1082	0.735745	1.5646
ARSJ	4.32288	2.90386	4.42636	8.18695	6.28226
ART3	1.87898	2.36706	1.235	-0.730069	-0.498495
ARV1	-1.75335	-0.921743	-2.5281		
ARVCF	0.12617	-0.411849	0.259521	1.93955	1.11566
ARX	1.19441	0.125308	1.31182		
ASAH1	-2.35723	-3.70455	-2.45357	-2.24304	-2.72077
ASAH2	-2.15385	0.439355	-1.17224	-2.16702	-1.21238
ASAH2B	-2.81504	0.43179	-1.65769	-1.03252	-0.04282
ASAP1	3.85749	4.25444	3.87559		
ASAP1-IT1	-0.247139	1.32744	0.694026		
ASAP1-IT2	0.022109	0.889601	0.478264		
ASAP2	0.419536	1.3542	0.388019	-0.0943764	0.687621
ASAP3	-2.25354	-2.94675	-1.93832	-0.840603	-1.31143
ASB1	2.35461	-0.860963	1.88481	0.00128795	-0.983262
ASB13	0.376624	1.79178	-0.318767	-0.67065	0.505233
ASB2	6.63708	5.39478	9.32581	7.55929	6.54021
ASB5	-0.594603	-1.12244	-1.46498	0.216304	-0.496578
ASB6	4.52299	2.94925	6.26046	1.60608	0.82165
ASB7	0.433079	1.49042	0.339894		
ASB8	-1.67706	0.407712	-1.10933		
ASCC3	-3.46336	-2.57856	-7.30446		
ASCL2	0.717362	-1.39412	-0.617725	-0.601914	-1.36728
ASGR1	2.98501	3.83056	5.97565	2.63461	3.04308
ASGR2	2.82054	2.62366	7.20236	1.54537	1.55659
ASH1L	-0.57891	1.11879	-0.677446	0.459037	1.14728
ASH1L-AS1	-0.187952	-1.37916	-0.25057	0.011318	-0.66245
ASH2L	5.58825	0.72091	4.094	2.32595	0.669082
ASIC1	-5.00978	-2.16757	-4.51651		
ASIC2	2.01909	-0.901695	2.1742	-1.8387	-2.32707
ASIC3	0.535015	1.17299	0.421633	3.15886	3.53811
ASIC4	1.93047	0.707257	0.97238	2.86456	2.77406
ASIP	-4.84559	-5.08745	-4.56351		
ASL	3.00152	0.373948	2.39141	1.44973	0.314218
ASMTL	3.45435	2.20384	3.62507	3.388	2.03603
ASMTL-AS1	1.5906	0.813608	-0.0065218	1.91448	2.08702
ASNSD1	2.15971	3.10177	2.09272	2.41924	2.94845
ASNSP1	1.4989	1.58219	2.69049	-0.656788	-0.878979
ASPDH	-0.0063987	1.31701	-0.791669	-0.514253	0.145595
ASPH	-0.632723	-1.51983	-0.73525		
ASPHD1	0.274836	-0.599245	-1.00713		
ASPHD2	0.125071	-0.814316	-2.42824	0.1788	-0.336757
ASPRV1	-0.72056	1.01919	0.755219	-0.726797	0.0944775
ASPSCR1	-0.522859	1.27436	0.15348	-0.669042	0.445733
ASS1	3.05495	0.525502	2.76338	3.68706	2.22524
ASTE1	1.82203	2.54901	2.51487	3.31741	4.28764
ASTN1	0.871365	-1.07705	1.21003	1.252	-0.0652054
ASTN2	-1.56612	0.623427	-0.89417	-1.79852	-0.820624
ASXL2	0.26466	-0.796569	0.151593	1.33279	0.642086
ASXL3	4.23364	0.660651	3.99376	4.88754	2.44851
ATAD1	-2.85857	0.450107	-2.72681		
ATAD2	0.119458	1.7914	1.50709	1.44354	2.53505
ATAD2B	-0.955079	0.821837	-0.0432551	-0.293141	0.351049
ATAD3A	2.28918	0.963529	1.28265		
ATAD5	1.01786	1.75186	0.96512		
ATCAY	3.12314	3.45806	2.42161		
ATE1	0.583247	-0.968578	0.641569	-0.0155142	-0.696261
ATF1	-0.623653	0.357348	-1.45316		
ATF2	5.10578	5.67501	4.81212		
ATF4	1.06666	2.44206	1.52508	-0.0803634	0.612316
ATF5	-4.54642	-5.20879	-3.7744	-3.53676	-4.02361
ATF6B	0.386142	1.72413	0.689477	2.45721	3.3797
ATF7IP2	1.37277	0.645148	0.152743	1.42556	1.02348
ATG101	2.20963	1.53316	1.33043		
ATG12	0.686059	-1.19538	0.512858		
ATG14	-0.0904648	1.0391	0.133019		
ATG16L1	1.21704	2.11971	0.886352	1.46718	1.87905
ATG2A	3.87648	2.57483	3.38602		
ATG4A	-2.4217	0.240228	-1.78342		
ATG4B	1.31209	0.249415	1.43003		
ATG4D	0.776948	1.8847	1.71288	-0.56002	0.0133142
ATG5	4.06016	3.48742	6.06079		
ATG7	6.90533	3.9711	6.14586	3.06691	2.47853
ATG9A	4.96191	4.39245	4.03843		
ATIC	0.61514	-0.934399	-0.992441		
ATL1	2.70037	1.59544	1.78058	0.536359	-0.423702
ATL2	4.78259	4.52933	5.4363		
ATM	-1.93207	-0.428564	-0.813782		
ATMIN	0.970866	1.02662	1.15501		
ATN1	0.535828	1.56621	0.908492		
ATOH7	2.46214	-0.865568	1.6032	0.579366	-0.797385
ATOX1	1.19755	-1.13663	-0.676702	-0.758304	-1.41454
ATP10A	-0.297778	0.726318	-0.109228	-1.16978	-0.675041
ATP10D	-6.90505	-4.25442	-7.07851		
ATP11A	-1.96291	0.513313	-0.836265	-2.01855	-0.844504
ATP11B	1.05659	1.97537	1.98813		
ATP13A3	-3.35717	0.5055	-2.59224	-2.28224	-0.833484
ATP1A1	1.28201	1.87551	1.75007	-0.155258	0.261448
ATP1A3	0.563151	1.3016	0.668155	-0.574951	-0.0866975
ATP1A4	0.31875	1.39525	0.732533	-1.13189	-0.246687
ATP1B1	0.948233	1.84336	2.2965	-1.19796	-0.34686
ATP1B3	1.14606	1.88911	2.51228	-0.829353	-0.0266571
ATP2A2	1.84626	2.42277	2.40136	0.029371	0.40409
ATP2B1	2.6321	2.9108	2.65656	1.47183	1.82569
ATP2B2	-1.31532	1.13523	-2.34889	-1.02567	0.330718
ATP2B3	-0.437454	1.29359	-0.486288	-1.88695	-0.292146
ATP2B4	3.29581	-0.621425	2.62468	1.97326	-0.289065
ATP2C1	0.801307	-0.904235	-0.210552	-0.299549	-1.03619
ATP2C2	-1.12862	-2.08151	-0.167094	-1.21591	-1.79509
ATP4A	4.4207	4.43687	4.35567	6.1868	5.46639
ATP5F1A	-0.77509	0.747419	-0.416677	-2.0264	-0.678898
ATP5F1B	1.03529	1.75646	1.55631	-1.0134	-0.46566
ATP5F1C	-6.10343	-3.7816	-7.78465		
ATP5F1D	0.640038	0.957579	0.439225	-0.611378	-0.709684
ATP5IF1	0.321296	-1.49985	-2.00079		
ATP5MC1	0.804715	-1.28434	-1.06551		
ATP5MC3	0.330148	0.674307	0.0801594		
ATP5ME	-0.373346	-1.93651	-1.59161	-3.40244	-3.51787
ATP5MF	-0.823272	-2.08948	-2.72567		
ATP5MPL	2.13985	3.26926	2.11803		
ATP5PB	-0.419422	-1.82461	-1.7763		
ATP5PF	1.10004	-0.451429	-0.579991		
ATP5S	-4.42164	-4.3417	-4.32865		
ATP6AP1	4.18064	2.41071	3.31941	1.55735	0.321338
ATP6AP1L	-3.14245	-0.663561	-2.68269		
ATP6AP2	-0.174697	0.258509	-0.045		
ATP6V0A1	5.88752	4.65772	6.57706		
ATP6V0A2	0.154656	1.93891	0.501872	0.190024	1.01103
ATP6V0A4	-2.65572	-3.18936	-4.19727	-3.58658	-4.06441
ATP6V0B	3.30263	2.77889	2.27016		
ATP6V0C	3.28312	2.1293	2.4863		
ATP6V0CP3	2.47104	1.1275	1.89682		
ATP6V0D1	2.05008	0.982073	1.66923	-0.0320296	-1.13717
ATP6V0E1	-3.79409	-4.44672	-4.43806	-2.43413	-2.84893
ATP6V0E2	-0.812446	-2.13252	-1.60789	-2.32444	-3.08954
ATP6V0E2-AS1	-0.814467	-1.86662	-1.32306	-1.21819	-1.71328
ATP6V1A	2.73626	1.51633	4.01165	0.956238	0.304884
ATP6V1B2	-0.0699278	0.943328	0.668106		
ATP6V1C1	5.69352	0.0412942	3.69323	3.23825	0.630827
ATP6V1C2	1.48382	1.51294	2.50476	2.74913	2.35414
ATP6V1D	0.49961	-1.04313	-0.434681		
ATP6V1E1	1.25697	-0.456598	0.61876	-0.537459	-1.44826
ATP6V1E2	-1.70244	-0.906151	-2.70841	-1.88157	-1.12927
ATP6V1G1	-0.29582	0.682137	-0.882448		
ATP6V1H	2.18008	-0.857037	1.12412	-1.06157	-1.8584
ATP7A	3.06511	3.38278	3.05432		
ATP7B	-0.734828	-1.76183	-1.48143	-1.03173	-1.39911
ATP8A1	1.13317	0.592974	1.49795	0.719085	0.358574
ATP8A2	1.52404	-1.07395	0.450354	-2.47731	-2.94533
ATP8B1	1.35196	2.11981	2.15205	1.95784	2.28467
ATP8B2	-1.98147	0.907331	-0.97045	0.133806	1.17296
ATP8B3	-2.61651	-3.0379	-1.4946		
ATP9A	4.99328	1.10758	3.99949	3.2768	1.41512
ATP9B	-0.223947	1.00565	0.605745		
ATPAF1	-4.87268	-3.35552	-4.79698	-2.52098	-2.07267
ATPAF2	-3.34088	0.0543666	-3.39071	-0.909698	-0.0121945
ATR	-0.119945	0.885913	-0.579344		
ATRAID	-5.73978	-4.11312	-4.89467		
ATRNL1	1.83229	2.47057	1.96069	1.00733	1.64515
ATRX	1.26408	1.05383	1.41618	1.72897	1.51658
ATXN1	3.01928	4.21202	2.72622	6.08776	6.69019
ATXN10	-1.47344	-2.56375	-2.06745	-1.28022	-1.808
ATXN2L	1.91302	2.85991	2.31028	1.49452	2.10968
ATXN3	0.549246	1.85941	1.67037	-0.436942	0.317525
ATXN7	-0.705477	0.920027	-0.659257	1.23313	2.20963
ATXN7L1	1.03237	2.14832	2.37287		
ATXN7L2	1.05657	2.09405	1.77763	3.25604	3.96593
ATXN7L3	2.77736	2.69349	4.9573	1.64454	1.64944
ATXN7L3B	2.53233	3.17912	1.50443		
AUH	1.45486	2.3502	2.12867		
AUNIP	-1.36011	-1.6053	-2.43215	-2.97958	-3.41032
AURKA	-0.828922	1.26611	0.526596		
AURKAIP1	3.35561	2.62862	3.03663		
AURKB	-1.04685	-0.809166	-0.652469		
AUTS2	-2.20815	-1.04358	-3.11006	-0.151589	0.548566
AVEN	0.144251	-0.225098	-0.0944869	-2.83197	-3.12545
AVIL	-0.312208	0.0611319	0.187823	0.21602	0.112386
AVL9	4.20832	0.52522	3.04622	3.57509	1.71989
AVP	-3.50554	-2.59539	-2.55509		
AVPI1	3.70148	4.4037	5.55263	3.02629	3.37042
AXIN1	-2.5333	-2.58301	-2.43673		
AXIN2	1.74802	1.82124	5.29652	2.93456	2.60369
AXL	-2.6411	-3.10256	-1.66616		
AZGP1	-2.8228	-0.323387	-3.04245	-3.67354	-2.16201
AZI2	-1.15617	-0.689391	-1.57921		
AZIN1	0.152163	-1.28822	-0.176592	-0.677933	-1.26388
AZIN1-AS1	1.03353	-0.906378	1.01601	-0.154303	-1.05408
AZIN2	3.07882	2.04108	3.99739		
B2M	-6.57941	-4.87701	-7.40935	-4.49736	-4.19142
B3GALNT1	2.65642	-0.276058	4.59372	4.28397	1.03647
B3GALNT2	-2.77656	0.562031	-1.39809	0.1743	1.17826
B3GALT1	1.69032	2.70067	3.07398		
B3GALT2	0.234216	0.341339	0.698362	-0.285274	-0.929698
B3GALT4	1.32071	0.791121	1.17533		
B3GALT5-AS1	-1.37626	-2.43187	-1.76023	-3.39474	-4.166
B3GALT6	5.10659	-0.72761	4.38699	3.40634	0.336305
B3GAT1	0.299631	-1.05716	-0.148643	1.6934	0.516684
B3GAT2	-1.05384	-1.6418	-0.264398	-0.796406	-1.12438
B3GLCT	-3.44133	-1.70136	-2.97278	-3.25715	-3.46139
B3GNT2	4.18483	0.709716	3.31145	1.57432	0.225693
B3GNT4	3.3237	0.148643	2.32885	-0.866148	-1.5557
B3GNT5	-3.55195	-3.42855	-4.0565	-3.99371	-4.30322
B3GNT7	-1.13124	-0.171756	0.0736825		
B3GNT8	-1.48405	-2.25949	-1.54883		
B3GNT9	-3.95687	-1.01997	-3.44029	-1.60053	-0.563809
B3GNTL1	1.84555	-0.271834	1.02881		
B4GALNT1	3.15044	2.26031	2.8006		
B4GALNT4	0.0368611	-0.813166	-0.00433991		
B4GALT1	-1.05653	-1.90287	-0.926682	-0.719376	-0.948947
B4GALT2	3.32928	-0.0174552	4.84294	4.92042	1.88122
B4GALT3	3.68844	0.240172	5.79781	3.05306	1.25147
B4GALT4	-2.2001	-0.785983	-1.76228		
B4GALT5	5.30808	0.87346	2.55278	2.52714	1.40966
B4GALT6	0.221704	1.58292	1.15976	-1.41387	-0.0857972
B4GALT7	1.7824	0.11249	0.916861		
B4GAT1	3.9109	0.926174	3.25602	2.74435	1.2707
B9D1	2.32953	-0.999713	1.46179	0.865041	-0.738696
BAALC	3.89236	0.953709	3.18068	6.33645	5.98018
BAALC-AS2	1.70575	0.767594	0.918258		
BAAT	2.91114	3.15711	2.82665	1.3073	2.05629
BABAM1	2.80945	-0.112738	1.5115		
BABAM2	3.67972	-0.659324	1.9422	1.32241	-0.453794
BACE1				-3.44197	-3.13654
BACE2	-3.557	-1.23949	-2.94856	-5.96524	-5.69315
BACH2	0.709882	2.1044	1.69219	3.20354	4.21337
BAD	4.3519	1.82096	3.91901	2.471	1.39486
BAG1	-1.70901	-3.03549	-2.44373		
BAG2	1.74226	-0.0431994	2.38066	1.07189	0.415881
BAG3	-4.16745	-4.55984	-5.43487	-2.52357	-3.15295
BAG4	1.84982	1.49157	2.10985		
BAG5	4.89916	4.49591	5.67233	3.52488	3.97584
BAHCC1	1.37619	2.46727	2.34077	3.68785	4.45256
BAIAP2	2.65047	-0.363253	1.94194	1.23606	-0.44989
BAIAP2L2	4.87365	3.08023	6.04294	2.60364	1.92316
