gene	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	U_ds25_thinning	rank_ds25	decile_ds25
ARMCX1	5.1858	4.9929	4.7728	0.0094078	473	10
ETS2	4.5081	4.9885	5.2988	0.0080054	474	10
INTS3	5.0684	4.9722		0.017268	475	10
MEDAG	5.1466	4.9702	4.6817	0.019818	476	10
KCNS2	4.5673	4.9696	5.3959	0.0091082	477	10
TCERG1L	5.0511	4.9695	4.9183	0.017215	478	10
SMIM29	4.9587	4.9673	4.9868	0.006929	479	10
VPS37D	5.0705	4.9657	4.9816	0.009366	480	10
ATG9A	5.0784	4.9619		0.018916	481	10
CDCA5	5.0301	4.9533	4.8393	0.019442	482	10
RAB3C	5.1871	4.9508	4.5933	0.016096	483	10
GEMIN4	5.1036	4.9495		0.018257	484	10
PLPP6	5.0547	4.9445		0.016952	485	10
ANGPTL8	4.8353	4.9434	5.0857	0.015217	486	10
PLAG1	4.8282	4.942	5.0256	0.013553	487	10
CDKL1	5.0581	4.9391	4.7424	0.011245	488	10
SCN2A	5.0361	4.9389	4.846	0.021061	489	10
PKDCC	4.9366	4.936	4.9391	0.016542	490	10
RARB	5.2093	4.9306	4.7196	0.017675	491	10
GFPT1	5.1026	4.9287		0.015418	492	10
FBXO44	5.1438	4.9258	4.6855	0.016729	493	10
STAT4	4.9447	4.9197	4.9623	0.014909	494	10
GUCY1B1	5.1427	4.9189	4.5907	0.017482	495	10
TRIML2	5.2426	4.9113	4.6594	0.015755	496	10
LOC105379807	5.0475	4.9018	4.8461	0.015755	497	10
BAG5	4.9433	4.8992	4.8315	0.019247	498	10
NNMT	4.7897	4.8872	4.9475	0.014665	499	10
ZNF449	5.0204	4.8863	4.6447	0.017634	500	10
ARHGEF25	5.0937	4.8807	4.6839	0.020084	501	10
PNMA3	4.7544	4.8805	4.8288	0.01348	502	10
C9orf40	5.0762	4.8749	4.6597	0.018062	503	10
BAIAP2L2	5.0603	4.8736	4.606	0.019988	504	10
DGKB	5.0122	4.8723	4.6811	0.015343	505	10
FBXO11	4.8116	4.8717		0.014767	506	10
TNFRSF11A	4.9813	4.8656	4.8683	0.01272	507	10
SPPL3	4.9489	4.8643	4.8369	0.010156	508	10
AIFM2	5.2131	4.8608	4.4853	0.011861	509	10
ENC1	5.1276	4.8556	4.5669	0.0131	510	10
STYK1	4.94	4.8553	4.914	0.01157	511	10
POP7	4.8453	4.8526		0.017935	512	10
ZNF25	4.6161	4.8506	5.0679	0.01358	513	10
RANBP9	4.9475	4.8499	4.713	0.020219	514	10
ANXA2P3	4.8776	4.8472	4.7861	0.019235	515	10
PNMA8A	4.9529	4.8413	4.7745	0.014756	516	10
KLHL35	5.1994	4.8371	4.35	0.015482	517	10
PPM1L	4.8588	4.8353	4.8483	0.014056	518	10
TRIM17	5.0018	4.8328	4.6441	0.017825	519	10
ZNF215	4.9831	4.8327		0.018506	520	10
EFNB2	5.0741	4.8316	4.5983	0.010896	521	10
TRIM66	4.892	4.8232	4.7806	0.017265	522	10
SELENOH	4.9152	4.8228		0.016892	523	10
ZNF826P	5.0271	4.8199		0.015646	524	10
LYRM4	4.8007	4.8198	4.7852	0.017684	525	10
FARSA	4.9491	4.8183	4.5913	0.020468	526	10
ZNF48	4.8681	4.8141	4.761	0.014558	527	10
CTC1	5.1016	4.8136	4.436	0.012509	528	10
YOD1	4.4913	4.8102	5.1615	0.010401	529	10
TMPO	4.8609	4.8093	4.8208	0.016934	530	10
NLK	4.8617	4.807	4.8213	0.014486	531	10
RBM24	4.8702	4.8018	4.7736	0.019464	532	10
HTR5A	4.8566	4.7975	4.8135	0.01884	533	10
DYNLL1	5.1213	4.7942	4.1745	0.0060231	534	10
ATL2	4.642	4.7826		0.012782	535	10
GRM1	5.0039	4.7815	4.5207	0.01316	536	10
NEXMIF	4.8443	4.7811	4.7705	0.014642	537	10
COMMD5	4.9656	4.7798	4.5983	0.017538	538	10
CSRNP3	4.7158	4.7763	4.7695	0.013748	539	10
ZNF263	5.0715	4.7665		0.017422	540	10
ADCY7	5.0574	4.766	4.4086	0.013079	541	10
SNUPN	5.1262	4.7615		0.010955	542	10
PDZD2	4.9879	4.7613	4.5228	0.015528	543	10
UCHL1	5.1597	4.7606	4.217	0.01134	544	10
CDK20	4.8429	4.76	4.7068	0.018323	545	10
MRPL41	4.9484	4.76		0.017057	546	10
DCAF4	5.0415	4.7591	4.4269	0.015333	547	10
KLF6	4.9697	4.7497	4.4407	0.015577	548	10
FOXJ3	4.9994	4.7436		0.017966	549	10
DOC2A	5.0801	4.7428	4.3124	0.01207	550	10
NRXN1	4.8697	4.7423	4.625	0.018425	551	10
CITED2	4.5747	4.7353	4.7975	0.0096881	552	10
CBFA2T3	4.9564	4.7326	4.544	0.014259	553	10
PNCK	4.856	4.7218	4.6224	0.0075896	554	10
FAM241B	4.763	4.7151	4.7214	0.016063	555	10
NSFL1C	4.8828	4.7098	4.3601	0.0054666	556	10
URGCP	4.646	4.7043	4.7215	0.011588	557	10
DUSP19	5.0021	4.7027		0.01918	558	10
CLUAP1	4.6605	4.7022	4.7293	0.014694	559	10
NRIP1	4.5732	4.7013	4.8012	0.012663	560	10
YPEL5	4.8992	4.7012	4.4055	0.019994	561	10
ARHGAP29	4.7977	4.6971	4.6423	0.019219	562	10
DUSP6	4.7551	4.6948	4.6422	0.020514	563	10
DGCR5	4.8641	4.6947		0.014699	564	10
ZNF540	4.6462	4.6867	4.6131	0.01459	565	10
KHK	4.7327	4.6769		0.016916	566	10
SLC26A10	4.7085	4.673	4.6555	0.014203	567	10
MARCH1	4.721	4.6682	4.6733	0.015314	568	10
NPY1R	4.8378	4.6655	4.4246	0.015874	569	10
FREM3	4.848	4.664	4.3442	0.017946	570	10
HGF	4.8704	4.6601	4.3125	0.013329	571	10
C2CD4C	4.6741	4.6575	4.8315	0.010376	572	10
CLTC	4.8506	4.6574		0.020135	573	10
STAT6	4.8379	4.6565	4.408	0.019605	574	10
NAT6	4.8759	4.6561		0.020592	575	10
EXO5	4.7418	4.6529		0.016408	576	10
TM7SF2	4.9298	4.6518	4.3383	0.013923	577	10
SLC20A1	4.5802	4.6515	4.7296	0.017427	578	10
TNNT2	4.6887	4.6502	4.591	0.020752	579	10
STUB1	4.8583	4.6496		0.018023	580	10
TGFBRAP1	4.5358	4.6492	4.7426	0.015613	581	10
ZNF653	4.5333	4.6469	4.7373	0.011971	582	10
VSTM2L	4.8708	4.6437	4.3001	0.015476	583	10
MAT2B	4.3661	4.6398	4.9313	0.010269	584	10
BEND5	4.7124	4.6383	4.5596	0.020199	585	10
PI4KA	4.832	4.6335	4.3433	0.020119	586	10
PNLDC1	4.6845	4.6333	4.6664	0.014864	587	10
PRSS23	4.9989	4.6295	4.1571	0.008839	588	10
IER5L	4.5495	4.6286	4.7263	0.017197	589	10
VWCE	4.7035	4.6265	4.5333	0.015556	590	10
MAN1A2	4.7403	4.6244	4.518	0.018161	591	10
CARTPT	4.7928	4.6234	4.563	0.018169	592	10
TRUB1	4.8873	4.6195	4.1847	0.013491	593	10
CNTN3	4.7087	4.6194	4.5229	0.01672	594	10
LINC01361	4.6811	4.6191		0.020915	595	10
STOML1	4.7809	4.614	4.4818	0.0096252	596	10
JMJD1C-AS1	4.8159	4.6124	4.2776	0.015635	597	10
TIGD5	4.7773	4.6105		0.017488	598	10
ZFP62	4.8323	4.6103		0.0166	599	10
MRPL30	5.0012	4.6098	4.1601	0.010115	600	10
CYP4X1	4.7096	4.605	4.5581	0.013883	601	10
DDX20	4.9814	4.6043		0.014879	602	10
PRKCZ	4.815	4.6042		0.017861	603	10
IFT122	4.6662	4.6029	4.5749	0.016234	604	10
EPOP	4.8832	4.6027	4.2204	0.013566	605	10
FAM208A	4.7427	4.6018		0.016477	606	10
TFPT	4.9946	4.5983	4.1049	0.0075726	607	10
GDPGP1	4.8343	4.5953	4.33	0.016111	608	10
NUDT11	4.8905	4.594	4.204	0.0072488	609	10
C9orf129	4.6571	4.591		0.017066	610	10
IL27RA	4.7523	4.5858		0.018593	611	10
RGMB	4.8353	4.5846	4.327	0.01049	612	10
PRKDC	4.7827	4.5814		0.017694	613	10
FAM162B	4.8085	4.5773	4.4201	0.017449	614	10
AHSG	4.6514	4.575		0.021063	615	10
TSC1	4.8524	4.573	4.2226	0.015304	616	10
DGKA	4.8716	4.573	4.2559	0.015977	617	10
LRRK1	4.7372	4.5688	4.5083	0.018909	618	10
SRSF12	4.6498	4.5672	4.5616	0.01244	619	10
MPND	4.8933	4.5609	4.2365	0.013233	620	10
VAPA	4.3012	4.5588	4.8305	0.010435	621	10
TRIM32	4.0967	4.5584	4.9837	0.0092128	622	10
NOXA1	4.6148	4.5577	4.4782	0.017637	623	10
DMD	4.7676	4.5544	4.3589	0.01032	624	10
ANKRD55	4.8317	4.5543	4.3109	0.014377	625	10
PCBD1	4.9605	4.5517	3.9963	0.0067011	626	10
PLEKHM3	4.7543	4.5492	4.4444	0.013845	627	10
CD3G	4.5914	4.549		0.014833	628	10
LINC01197	4.9494	4.549	3.9754	0.0077442	629	10
CHID1	4.6475	4.5488	4.5381	0.0092564	630	10
C1orf74	4.791	4.5444		0.016607	631	10
ANO3	4.9799	4.5402	3.9696	0.0089529	632	10
SLC41A2	4.5715	4.5388		0.016664	633	10
FZR1	4.8115	4.5363	4.2675	0.015218	634	10
PPAT	4.6978	4.5355	4.4469	0.01874	635	10
RPGRIP1L	4.6184	4.5348		0.018704	636	10
MLIP	4.6319	4.5332	4.4899	0.01842	637	10
RNF175	4.7248	4.5325	4.2349	0.019972	638	10
UBXN6	4.7705	4.5321		0.013584	639	10
RAB40C	4.1665	4.5308	4.8546	0.0099024	640	10
BSN	4.6675	4.5299	4.3729	0.014711	641	10
NPAS1	4.5141	4.5286	4.5584	0.018006	642	10
SCAMP5	4.1615	4.5281	4.7884	0.0092258	643	10
TNFRSF25	4.3149	4.5262	4.5241	0.0092558	644	10
LOC105374952	4.8099	4.5234		0.017265	645	10
ASB6	4.6906	4.523	4.295	0.018886	646	10
PER2	4.7268	4.5193		0.021779	647	10
ARFIP2	4.7441	4.5181		0.019666	648	10
SPATA2	4.4113	4.513		0.011671	649	10
NEDD4L	4.6538	4.5125	4.4211	0.0085247	650	10
NOS2	4.484	4.51	4.5535	0.017203	651	10
FAM47E	4.799	4.5088	4.1565	0.014766	652	10
MAST3	4.7569	4.5075	4.273	0.011718	653	10
ZNF416	4.5974	4.5072		0.017171	654	10
SYNM	4.5733	4.5072	4.3558	0.018353	655	10
DCAF6	4.5465	4.5067	4.4389	0.015279	656	10
ADCY2	4.7181	4.5008	4.2227	0.017317	657	10
C19orf47	4.5598	4.4977		0.020032	658	10
SERPINI2	4.6482	4.4913	4.3615	0.017685	659	10
NRSN1	4.5489	4.491		0.0191	660	10
TSPYL1	4.1031	4.4879	4.8122	0.010954	661	10
SNCA	4.695	4.4809	4.2044	0.010279	662	10
ZBTB44	4.55	4.4796	4.4827	0.011341	663	10
GPAT2	4.536	4.4782		0.01828	664	10
DACH1	4.5268	4.4781	4.4036	0.018058	665	10
FMN1	3.9779	4.4741	5.1767	0.0079471	666	10
SPACA9	4.7446	4.4723	4.3019	0.014256	667	10
CBLN2	4.5493	4.4723	4.3494	0.020917	668	10
PTPRF	4.4699	4.471	4.6931	0.0079748	669	10
METTL13	4.4051	4.4682	4.5452	0.016073	670	10
STX12	4.5353	4.4651	4.4506	0.0077836	671.5	10
PACSIN1	4.825	4.4651	4.2193	0.0097793	671.5	10
LOC105376360	4.4873	4.4648	4.4172	0.018469	673	10
BTBD11	4.278	4.4604	4.4411	0.0077824	674	10
GPR171	4.4617	4.4523		0.015255	675	10
PIGQ	4.633	4.4516	4.2666	0.018402	676	10
TMEM196	4.6252	4.4478	4.2043	0.019239	677	10
TRIM27	4.6787	4.4409	4.179	0.011271	678	10
GPKOW	4.7375	4.4398		0.010256	679	10
LOC641367	4.475	4.438	4.3236	0.016156	680	10
HACE1	4.4373	4.4371		0.018557	681	10
ADAMTS8	4.6323	4.4351	4.1793	0.012509	682	10
RTN1	4.6581	4.4343		0.017713	683	10
RAD23B	4.6096	4.4327		0.016175	684	10
FTO	4.5401	4.4325		0.015323	685	10
DNAJA1	4.7261	4.4324	4.009	0.012859	686	10
MSANTD1	4.4869	4.4315	4.5694	0.010983	687	10
CRLF1	4.7634	4.431	3.9922	0.014315	688	10
NAGPA	3.8897	4.4301	4.9377	0.0079226	689	10
CLSTN1	4.4827	4.4244		0.018465	690	10
NETO1	4.7638	4.4207		0.015602	691	10
ATP4A	4.0719	4.4207	4.6492	0.0077522	692	10
VPS18	4.5309	4.4165	4.2767	0.018304	693	10
TUBA4B	4.6304	4.4133	4.1436	0.019546	694	10
BYSL	4.7346	4.4083	4.0211	0.015246	695	10
EEA1	4.5512	4.4082		0.016996	696	10
DAGLB	4.4654	4.4032		0.018725	697	10
HES4	4.4736	4.402	4.4032	0.0087147	698	10
FAM84A	4.1874	4.4002	4.5236	0.010957	699	10
BDP1	4.252	4.3991		0.013634	700	10
PPARGC1B	3.8915	4.3985	4.9643	0.0092337	701	10
PCDHB10	4.3855	4.3984	4.3853	0.0091958	702	10
KLHDC3	4.3878	4.3962		0.01668	703	10
RTN3	4.6487	4.3943	4.0575	0.018365	704	10
SLC16A14	4.4695	4.3907		0.018138	705	10
NTN4	4.3929	4.3895	4.4675	0.016238	706	10
VIPAS39	4.4424	4.3823		0.018472	707	10
MED21	3.9806	4.3819	4.8164	0.0072912	708	10
TMEM240	4.5324	4.3809		0.014979	709	10
C1QL3	4.6508	4.3807	4.0049	0.010106	710	10
SWT1	4.4513	4.3778		0.013529	711	10
RXFP1	4.5022	4.3703	4.1712	0.019726	712	10
TGFBR3L	4.5821	4.3638	4.1546	0.01441	713	10
WDR36	4.4787	4.3633	4.2954	0.015801	714	10
PRPS2	4.2353	4.3632	4.4244	0.010431	715	10
PCDHB6	4.2857	4.3629	4.454	0.015328	716	10
STAMBPL1	4.3342	4.3586	4.3255	0.01321	717	10
ZMAT4	3.6485	4.3581	5.1405	0.0066775	718	10
FLRT2	4.3451	4.3569	4.252	0.0094324	719	10
FBXL2	4.4255	4.3536	4.3165	0.015144	720	10
TICAM1	4.0974	4.3525	4.6641	0.011501	721	10
BAD	4.4655	4.3519	4.2212	0.015515	722	10
LINC00484	4.4407	4.3509	4.216	0.015605	723	10
FKBP1A	4.7271	4.3468	3.8553	0.0073736	724	10
ARF3	4.5532	4.3433	4.2046	0.013757	725	10
FMR1	4.2359	4.3417	4.4834	0.012329	726	10
C11orf68	4.2321	4.3404	4.4508	0.013595	727	10
NUDT14	4.5857	4.3389	4.0229	0.010032	728	10
SHROOM2	4.0162	4.3356	4.6977	0.011006	729	10
GPN2	4.4059	4.3321	4.2382	0.015999	730	10
C16orf58	4.4864	4.3304	4.2391	0.013385	731	10
PSD3	4.425	4.3294	4.3035	0.010765	732	10
AP3M2	4.5657	4.3281	4.0021	0.013289	733	10
NOL4	4.4021	4.3266	4.3253	0.015691	734	10
PPP6R2	4.2725	4.3244		0.016107	735	10
HRASLS5	4.4567	4.323	4.2521	0.014021	736	10
ARSJ	4.5337	4.3229	4.2219	0.018117	737	10
RAB6B	4.5876	4.3226	3.9826	0.012809	738	10
TMTC3	4.5157	4.3213	4.1195	0.018434	739	10
LY6H	4.3332	4.3124	4.4148	0.0089617	740	10
RND1	4.2934	4.3072	4.2462	0.011338	741	10
METTL21A	4.3023	4.3069	4.395	0.01037	742	10
NCKAP1	4.5341	4.3053	3.993	0.013728	743	10
MAPK8IP2	4.6459	4.2995		0.012042	744	10
PIM2	4.4032	4.2919	4.2313	0.0093546	745	10
ZNF212	4.248	4.2906		0.01138	746	10
NWD2	4.3734	4.2889	4.1844	0.016058	747	10
SYT4	4.4452	4.284	4.0324	0.018696	748	10
STBD1	4.435	4.2838	4.0876	0.018727	749	10
LMAN2L	4.4029	4.2831	4.2566	0.01212	750	10
AIG1	4.3366	4.2827	4.2321	0.016039	751	10
ZNF439	4.5065	4.2727		0.016676	752	10
DCLRE1A	3.9672	4.2722	4.6324	0.0086103	753	10
KCNK3	4.3813	4.2692	4.0834	0.017843	754	10
DNM1	4.3927	4.2688	4.1123	0.016999	755	10
ZBTB16	4.0762	4.2656	4.4656	0.0074353	756	10
SUSD5	4.2485	4.2604	4.3143	0.017286	757	10
GFOD2	4.2824	4.258	4.1961	0.018559	758	10
GALNTL5	4.3914	4.256	4.0333	0.016837	759	10
RFX8	3.8002	4.2551	4.7358	0.0081331	760	10
SEC22A	4.5177	4.2529		0.015793	761	10
FOXRED2	4.3082	4.2459	4.3021	0.01377	762	10
CDIPT	4.4078	4.2441	4.0044	0.01991	763	10
FIGNL2	4.3878	4.2437	4.1786	0.013232	764	10
TUBB2A	4.5425	4.2429	3.826	0.0075211	765	10
DPP10-AS1	4.396	4.2428	4.122	0.011875	766	10
DUSP2	4.4093	4.2423	4.0153	0.020153	767	10
FAM160A2	4.3011	4.2373	4.1727	0.016843	768	10
ASXL3	4.4141	4.2336	4.0872	0.013367	769	10
TWIST2	4.5721	4.233	3.7892	0.010142	770	10
UBE3D	4.6006	4.2304	3.8192	0.011333	771	10
KCNB1	3.5851	4.2301	5.0679	0.0070687	772	10
PCDH20	4.4184	4.2299	3.9427	0.012933	773	10
RBP4	4.204	4.2291	4.4617	0.0077838	774	10
CACNG3	4.5341	4.2277	3.9173	0.0086824	775	10
LOC440934	4.4046	4.2275	3.9769	0.0069588	776	10
NOP56	4.396	4.2258		0.017884	777	10
DNMT3B	4.2744	4.2242		0.018499	778	10
PHF20L1	4.4547	4.2224	3.9811	0.011019	779	10
THY1	4.4557	4.2219	3.9625	0.018082	780	10
NT5DC3	4.4547	4.2184	3.8566	0.006978	781	10
NBEA	4.3393	4.2165		0.0176	782	10
FIP1L1	4.3284	4.2153	4.2226	0.011575	783	10
TMSB10	4.64	4.2133	3.6301	0.0055146	784	10
GALNT9	4.232	4.2095		0.019684	785	10
AVL9	4.396	4.2083	4.0417	0.011397	786	10
RNF220	4.0771	4.2056	4.3735	0.013414	787	10
LOR	4.4877	4.2017	3.8997	0.010591	788	10
AKAP11	4.3953	4.2003		0.016501	789	10
TMA16	3.9876	4.2002	4.3978	0.011363	790	10
TMEM150C	4.4168	4.1992	3.9987	0.013129	791	10
TM6SF1	4.2686	4.1968	4.1471	0.019593	792	10
TOMM40L	4.1508	4.1955		0.016966	793	10
EXOSC4	4.4301	4.1945		0.014162	794	10
AP3B2	4.3472	4.1925	4.0159	0.015837	795	10
NAPEPLD	4.1198	4.1908	4.2506	0.0099606	796	10
PHLDA2	4.2308	4.1864	4.1157	0.018283	797	10
B3GNT2	4.4378	4.1848	3.8251	0.012188	798	10
TMEM106C	4.2347	4.1819	4.2683	0.0098502	799	10
WDR34	4.2598	4.1808	4.1163	0.019223	800	10
BTBD10	4.3752	4.1807	3.8968	0.016585	801	10
ATP6AP1	4.4229	4.1806	3.883	0.018005	802	10
SKAP2	4.6966	4.1796	3.5707	0.0089347	803	10
LY6E	4.385	4.1776	3.8992	0.014074	804	10
DNAJC13	4.3565	4.1771		0.015593	805	10
SCAND1	4.3214	4.1757		0.015493	806	10
DLK2	4.3663	4.1723	3.8805	0.013929	807	10
ITGA2B	4.0172	4.1703	4.2877	0.012239	808	10
GORAB	4.2578	4.1697		0.015926	809	10
ADCK2	4.404	4.1644	3.8981	0.017595	810	10
NAA30	4.7463	4.1618	3.4975	0.0073251	811	10
HMGCR	4.2475	4.1576	4.0788	0.013439	812	10
SDHAF1	4.1784	4.1546		0.015332	813	10
PPIEL	3.7434	4.1532	4.6321	0.0076126	814	10
RARA	4.0034	4.1519	4.3825	0.010871	815	10
PDK2	4.5992	4.1495	3.6244	0.010383	816	10
F8	4.2563	4.1495	4.1347	0.015774	817	10
PCDHB9	4.1842	4.1472	4.1584	0.018306	818	10
C1R	4.2376	4.1441	4.1246	0.012676	819	10
CYP46A1	4.3813	4.143	3.8396	0.011644	820	10
COQ9	4.3872	4.1409		0.01263	821	10
SLC26A4	4.3069	4.1403	3.9064	0.012343	822	10
C12orf43	4.169	4.1394		0.019632	823	10
SYNGR1	4.2609	4.1349		0.019557	824	10
ENTPD6	4.3379	4.134	3.9326	0.015559	825	10
ZNF671	4.0898	4.1335	4.184	0.015063	826	10
EMG1	4.6364	4.1332	3.3771	0.0056344	827	10
MARCH6	3.8624	4.1299	4.4298	0.010553	828	10
EXTL1	4.1313	4.1257	4.1481	0.015172	829	10
ZC3H6	3.8504	4.1234	4.2801	0.010518	830	10
HMGCS1	4.4495	4.1228	3.724	0.010235	831	10
NME9	4.1834	4.1209	4.0971	0.017672	832	10
ABLIM3	4.2075	4.1204	4.056	0.0083327	833	10
HPCA	4.2199	4.1162	4.1178	0.015247	834	10
MB21D2	4.1744	4.1158	4.0448	0.017125	835	10
TRAPPC5	4.3594	4.1152	3.8457	0.014467	836	10
GRWD1	4.1367	4.1152	4.1399	0.013653	837	10
CITED4	4.1448	4.1129	4.0879	0.019411	838	10
VIP	4.2475	4.1099	4.0063	0.018512	839	10
UBALD1	4.1871	4.109	4.0377	0.016443	840	10
TNFAIP1	4.0314	4.1075	4.2551	0.010421	841	10
FAM174B	4.2944	4.1031	3.8872	0.016354	842	10
PTH2R	4.0652	4.1027	4.1522	0.01408	843	10
BRK1	4.4538	4.1021	3.6546	0.012049	844	10
RFX3	4.2391	4.1013	4.0413	0.017468	845	10
MTA3	4.2133	4.1003	4.1132	0.0093933	846	10
MAGEH1	4.1918	4.1001	4.086	0.0093192	847	10
ACTC1	4.257	4.0983	3.8538	0.014204	848	10
RIC8A	4.1288	4.0982	4.2149	0.0073283	849	10
ZBTB21	3.8069	4.0982	4.1815	0.0077461	850	10
NEPRO	4.454	4.0928	3.663	0.01125	851	10
MYH7	4.2034	4.0926	4.0128	0.012738	852	10
DNAH7	4.2627	4.0915	3.907	0.012778	853	10
SNX32	4.3229	4.0914		0.013409	854	10
RBM12	4.0978	4.0866		0.018814	855	10
RAB39B	4.3327	4.0858	3.8553	0.016881	856	10
SUPT5H	4.2087	4.0838		0.020418	857	10
PPP2R2D	3.928	4.0836	4.0603	0.006679	858	10
PMM1	4.57	4.0836	3.4805	0.009561	859	10
ZNF425	4.1261	4.0806		0.014075	860	10
SLC7A4	4.224	4.0804	3.9743	0.0099224	861	10
GLT1D1	4.2017	4.0796		0.02085	862	10
LINC00622	3.9441	4.0779	4.1726	0.012722	863	10
MAPK11	4.3426	4.0727	3.794	0.01337	864	10
RAB3GAP1	4.3091	4.0719	3.8119	0.010695	865	10
NMT2	4.1046	4.0717		0.017075	866	10
TEX29	4.0606	4.0687	4.094	0.018178	867	10
QPCT	3.95	4.0627	4.1876	0.013243	868	10
COG5	4.3262	4.0611	3.7592	0.011103	869	10
RNF38	4.2877	4.0611		0.01853	870	10
PREPL	3.9914	4.0606	4.0986	0.015792	871	10
ATG5	4.1301	4.0602	3.9815	0.01954	872	10
RCSD1	4.2274	4.0562	3.9796	0.013994	873	10
APEX2	4.3007	4.0532	3.7964	0.012945	874	10
SMARCA5	3.6134	4.0527	4.6258	0.0091167	875	10
CNTN1	4.1901	4.0522	3.9215	0.010212	876	10
MAP3K13	3.4471	4.0521	4.5537	0.0053683	877	10
PDGFB	4.2537	4.05	3.9211	0.0095758	878	10
MORN4	4.2418	4.0496	3.9232	0.008947	879	10
TOLLIP	4.4008	4.0483	3.6081	0.012606	880	10
A1BG-AS1	4.2198	4.0466	3.818	0.019002	881	10
DCTPP1	4.3453	4.044	3.6563	0.013309	882	10
ME3	4.3929	4.0425	3.6388	0.0099726	883	10
CORO1A	4.2367	4.0391	3.8179	0.0091605	884	10
SLC25A41	4.0973	4.039	4	0.012231	885	10
ARPP19	4.2144	4.038	3.8215	0.013064	886	10
APEH	4.2455	4.0374	3.7781	0.015576	887	10
MICAL2	3.9161	4.0371	4.1355	0.010622	888	10
EML1	4.1068	4.0317		0.019031	889	10
GSS	4.226	4.031	3.832	0.012691	890	10
COL26A1	4.0827	4.0297		0.016384	891	10
RTL8C	4.3534	4.0282	3.6858	0.011842	892	10
MCTP2	4.0942	4.0254	3.9741	0.01782	893	10
TBC1D22A	4.2431	4.0246	3.8412	0.010524	894	10
KIAA1024	4.177	4.0217	3.9104	0.01014	895	10
MARF1	3.965	4.0148	4.1173	0.016473	896	10
KCNB2	4.1864	4.0147	3.941	0.018346	897	10
PCDHAC2	4.0944	4.0106		0.018064	898	10
GCFC2	4.1026	4.0105		0.017573	899	10
IL12RB2	4.2059	4.0086	3.7928	0.011245	900	10
EML6	3.9691	4.007	4.128	0.011814	901	10
NUP85	4.1081	4.0056	3.8725	0.016008	902	10
EXOC6	4.1292	4.0036	3.9279	0.011241	903	10
TNFRSF4	4.1331	4.0001	3.9636	0.01526	904	10
CANX	4.1083	3.9978	3.9509	0.008464	905	10
LINC00473	3.9767	3.9972	3.8824	0.010154	906	10
CHD6	3.5324	3.9931	4.3306	0.0060987	907	10
CLIP1	4.0843	3.9909		0.01689	908	10
COL4A3BP	4.1022	3.9898	3.8287	0.01791	909	10
NR2F6	4.0146	3.9894		0.014811	910	10
BRF2	4.2828	3.9858		0.013041	911	10
UTP4	4.0118	3.9832		0.017284	912	10
MXRA7	4.082	3.9831	3.8228	0.019516	913	10
ITFG1	4.1246	3.9825	3.8331	0.015356	914	10
CCSER1	3.9255	3.9814	4.0668	0.0089274	915	10
FNIP2	4.1769	3.9783	3.7517	0.016418	916	10
ZNF550	3.9358	3.9773		0.015427	917	10
CPNE9	3.488	3.9764	4.3921	0.0072934	918	10
HNRNPUL2	3.707	3.9759	4.3424	0.010461	919	10
JAG2	4.1518	3.9752		0.01672	920	10
CLP1	3.8766	3.9745	4.1094	0.013716	921	10
BTBD1	4.1385	3.9719		0.013179	922	10
PAK1	4.2188	3.9702	3.745	0.014669	923	10
DPM2	4.1815	3.9672		0.015644	924	10
TBL2	4.2237	3.9646		0.012896	925	10
BAIAP3	3.992	3.9616	4.0781	0.0098514	926	10
NUDCD1	4.1008	3.9592		0.013687	927	10
CAND2	4.0923	3.9586		0.019119	928	10
SYT11	4.1838	3.9552		0.01767	929	10
NAV3	4.0602	3.955	3.915	0.010873	930	10
SEZ6L2	3.9114	3.9548		0.01477	931	10
HLF	3.9169	3.9546	3.9692	0.015816	932	10
ARL6	4.012	3.9541		0.016622	933	10
FARS2	4.0884	3.952		0.014873	934	10
RETREG2	4.065	3.9506		0.019267	935	10
CAPS2	3.9753	3.9501	4.0096	0.016119	936	10
CABYR	4.2725	3.9498	3.585	0.013942	937	10
COL5A2	3.9878	3.9436	3.905	0.020848	938	10
DDX10	4.1056	3.9434	3.7213	0.015534	939	10
ZNF567	3.722	3.9429	4.2298	0.0098561	940	10
GABRG2	3.7922	3.9425	4.1106	0.013173	941	10
GRM3	4.1973	3.9424	3.6059	0.013199	942	10
ZNF483	4.0963	3.9422		0.019607	943	10
KLK10	4.3732	3.942	3.3824	0.0070216	944	10
ADAMTS19	4.0268	3.9398	3.901	0.011787	945	10
ECT2	4.0899	3.9384		0.016449	946	10
DOPEY1	3.9813	3.9377	3.8622	0.01715	947	10
DKFZP586I1420	4.0441	3.934	3.8636	0.014996	948	10
GLCE	4.121	3.933	3.7056	0.014511	949	10
TEX30	3.9404	3.9284	3.9142	0.019002	950	10
ARL4C	3.8246	3.9278	4.0033	0.01189	951	10
RPRML	3.9674	3.9259	3.8363	0.015838	952	10
NF1	4.0951	3.9249		0.0166	953	10
SPCS3	4.1022	3.9222	3.695	0.017585	954	10
CRLF3	4.009	3.9205	3.9071	0.014861	955	10
FAM173A	4.0443	3.919	3.7823	0.01589	956	10
SIPA1L1	3.914	3.9186	3.9163	0.015718	957	10
DNAJC2	4.432	3.9167	3.3226	0.0096431	958	10
