gene,gene_original,PLS1_z,PLS2_z
ECT2,ECT2,-8.804376,5.5262
TCERG1L,TCERG1L,-3.057633,5.525118
ADCYAP1,ADCYAP1,-5.096388,5.520143
ARHGEF25,GEFT,-7.178237,5.519807
C20orf196,C20orf196,2.893039,5.507142
RABIF,RABIF,-8.291193,5.504839
AURKA,AURKA,8.888465,5.501271
ITGA2B,ITGA2B,4.918061,5.496949
SPAG4,SPAG4,10.410778,5.49504
LOC647716,LOC647716,-8.577783,5.49176
FILIP1L,FILIP1L,-9.846996,5.491541
NEU1,NEU1,-4.383241,5.491527
AP2S1,AP2S1,-12.996033,5.488627
ZSCAN20,ZSCAN20,0.746289,5.488504
OVOL2,OVOL2,-8.399169,5.486863
GABRG2,GABRG2,13.611897,5.481958
AC068658.1,AC068658.1,-4.789338,5.481284
IQGAP3,IQGAP3,-0.848838,5.477367
SLC24A2,SLC24A2,12.033853,5.473988
DUSP6,DUSP6,-3.649565,5.469508
PKNOX2,PKNOX2,11.698531,5.467553
DDX1,DDX1,-1.455641,5.465879
YIPF5,YIPF5,-4.382111,5.465071
SDHAF1,SDHAF1,-6.668139,5.464445
MAPK11,MAPK11,-10.638736,5.463434
ZNF697,ZNF697,-1.975518,5.460804
FBXW9,FBXW9,-9.712969,5.457109
SLU7,SLU7,6.745519,5.445473
RP11-347C12.3,RP11-347C12.3,-2.386866,5.443017
DIRAS2,DIRAS2,0.494481,5.439919
ZSCAN12,ZSCAN12,9.114053,5.439517
VDR,VDR,-10.72413,5.43902
BAIAP3,BAIAP3,-16.490892,5.436384
ADCY7,ADCY7,-14.533985,5.435936
LOC150519,LOC150519,-11.49482,5.434788
RAB33A,RAB33A,-7.238494,5.433418
LOC100130360,LOC100130360,1.291385,5.428756
ZFP69,ZNF642,-12.664952,5.427504
FLAD1,FLAD1,-9.110533,5.421916
NUDT14,NUDT14,-14.71297,5.418492
NFKBIL1,NFKBIL1,-4.040619,5.415223
NNMT,NNMT,0.913127,5.415207
MRPL44,MRPL44,-11.002777,5.414607
USP19,USP19,-0.982543,5.412288
IFT122,IFT122,-0.166565,5.401111
COL26A1,EMID2,-3.723689,5.397117
POLR3B,POLR3B,-4.318489,5.394642
CHRM1,CHRM1,-4.944014,5.394433
RP11-345J4.3,RP11-345J4.3,-3.62447,5.392513
SSX2IP,SSX2IP,6.53042,5.391822
ALKBH3,ALKBH3,-2.75745,5.391718
ROCK2,ROCK2,11.108756,5.391139
MTRF1L,MTRF1L,3.303469,5.388746
TRAPPC1,TRAPPC1,-4.450656,5.38769
CAMK4,CAMK4,-7.418668,5.382985
AP000843.1,AP000843.1,-4.128183,5.382807
BCKDK,BCKDK,-13.473818,5.375285
ARL4D,ARL4D,-0.765015,5.3702
MYL10,MYL10,-3.5457,5.367695
LINC00545,LINC00545,-3.788831,5.361684
TMEM65,TMEM65,-8.103708,5.357831
NGEF,NGEF,7.426409,5.356062
RELL2,RELL2,11.063205,5.355566
HDAC9,HDAC9,-5.875472,5.353511
ABCF2,ABCF2,3.138414,5.353341
ZNF879,ZNF879,3.265561,5.350262
CCDC9,CCDC9,-3.444117,5.349261
EIF2B2,EIF2B2,1.479162,5.347721
SNX11,SNX11,-3.337668,5.347189
CAD,CAD,0.680763,5.344974
SERPINI1,SERPINI1,-4.855133,5.342638
BANK1,BANK1,-4.626447,5.327824
TBRG1,TBRG1,3.410294,5.323253
AC021534.2,AC021534.2,8.53488,5.311116
SLC20A1,SLC20A1,6.105826,5.303254
ABCA4,ABCA4,-2.178961,5.302726
PTPN20,PTPN20B,0.057619,5.300833
RILP,RILP,5.760674,5.296201
GNG3,GNG3,-11.163393,5.293875
OSBPL7,OSBPL7,-2.568758,5.292605
ABCF1,ABCF1,-6.545087,5.29015
RP11-195F19.5,RP11-195F19.5,3.528218,5.288472
KLHDC3,KLHDC3,-4.150813,5.286168
TRPM2,TRPM2,6.196047,5.285652
TM6SF1,TM6SF1,-3.399511,5.284829
MPG,MPG,-5.789663,5.284564
CBX4,CBX4,-6.704901,5.284314
SFTPD,SFTPD,-14.636146,5.281866
AP2A1,AP2A1,-5.073004,5.281075
MAPK10,MAPK10,-1.048023,5.280745
MBTPS2,MBTPS2,3.218714,5.274591
SAP30L,SAP30L,3.172021,5.273508
TSSC4,TSSC4,-5.71625,5.271253
HMMR,HMMR,-1.671091,5.269311
KYAT1,CCBL1,6.867245,5.265911
ARHGAP28,ARHGAP28,-12.976767,5.262533
USP31,USP31,3.657927,5.259382
CACNA2D3,CACNA2D3,4.813666,5.258331
LOC100128174,LOC100128174,12.657573,5.256007
LINC00421,LINC00421,3.27461,5.251907
TUBB4,TUBB4,-10.189899,5.25069
PDE4D,PDE4D,0.84948,5.250127
ZGRF1,C4orf21,-5.478803,5.245067
OR2AE1,OR2AE1,-7.054205,5.244834
NUDT22,NUDT22,4.519257,5.244754
HRH1,HRH1,-17.580834,5.239791
C14orf28,C14orf28,-5.442179,5.237693
ART3,ART3,0.091421,5.23123
KLHL35,KLHL35,-15.163517,5.231095
TBRG4,TBRG4,-3.725468,5.230989
IGFBP2,IGFBP2,7.759955,5.227564
INTS4L2,INTS4L2,14.038438,5.227193
RETREG1,FAM134B,-6.418722,5.2263
LPL,LPL,-6.79961,5.223465
NMNAT2,NMNAT2,-2.349923,5.223028
MICU3,EFHA2,12.071612,5.22194
CIDEC,CIDEC,-0.38372,5.220382
TM7SF2,TM7SF2,-13.341841,5.220037
USP20,USP20,-8.32081,5.215784
HS6ST1,HS6ST1,1.513161,5.215396
RUNDC1,RUNDC1,-4.350153,5.209482
CCSER1,FAM190A,7.120046,5.206868
GLCE,GLCE,-7.964944,5.199709
TMEM38A,TMEM38A,6.299704,5.198721
CITED2,CITED2,10.766003,5.198172
FLRT2,FLRT2,8.639318,5.190634
GDPGP1,C15orf58,-8.043862,5.190204
ZNF25,ZNF25,2.877329,5.190181
LZTFL1,LZTFL1,-1.013643,5.189567
MOV10L1,MOV10L1,-9.043114,5.188812
LRRC38,LRRC38,8.908995,5.183697
PELI3,PELI3,8.322578,5.180733
ARHGDIB,ARHGDIB,-10.678416,5.179648
FOXL2,FOXL2,3.99444,5.178998
ANXA2P3,ANXA2P3,2.884083,5.178468
ARF5,ARF5,-4.466728,5.174734
NME7,NME7,5.070316,5.168344
TUBB7P,TUBB7P,-15.78714,5.159327
DNAJC1,DNAJC1,-9.184028,5.158139
RECQL4,RECQL4,-4.206358,5.157343
PRDM2,PRDM2,6.666547,5.156888
PCYT2,PCYT2,-8.053748,5.156005
ABHD16A,BAT5,-4.470846,5.1538
KCNK9,KCNK9,2.30548,5.151724
F8A1,F8A1,1.87384,5.150171
MORN3,MORN3,-10.795229,5.149326
AFTPH,AFTPH,13.908327,5.144809
LYZL4,LYZL4,-15.454942,5.142409
SLC16A7,SLC16A7,15.661581,5.141152
SKIV2L,SKIV2L,-9.764047,5.14089
TOM1L1,TOM1L1,-13.468133,5.137245
POU6F2,POU6F2,9.974278,5.135521
EIF1AD,EIF1AD,-9.067306,5.124157
CREB3L3,CREB3L3,-2.708905,5.122025
USP32,USP32,-0.530121,5.120873
NKIRAS2,NKIRAS2,-5.387686,5.117839
RP11-257K9.7,RP11-257K9.7,-3.54188,5.111299
AP004607.4,AP004607.4,-5.438276,5.108287
LTK,LTK,-6.532002,5.10714
NRXN3,NRXN3,-1.320624,5.104295
ZNF2,ZNF2,-1.321593,5.102457
ACTC1,ACTC1,-11.615946,5.101977
PLEKHA1,PLEKHA1,5.358024,5.100551
TP53I13,TP53I13,-9.232751,5.098605
ATG101,C12orf44,-6.541863,5.098185
RFTN1,RFTN1,-4.761709,5.094995
CACNA1G,CACNA1G,-1.239068,5.094006
CCKBR,CCKBR,-13.931433,5.089102
UNC5A,UNC5A,1.511207,5.088272
CDC7,CDC7,3.170752,5.087503
RRP1,RRP1,-1.087941,5.08317
CBX8,CBX8,-6.052735,5.08276
CTSL3,CTSL3,-0.300017,5.081269
BAD,BAD,-9.686139,5.074728
MIR31HG,MIR31HG,15.012606,5.072916
CSE1L,CSE1L,-9.785456,5.07199
FRMPD4,FRMPD4,3.900035,5.065688
FAM19A4,FAM19A4,-0.202639,5.063662
RND1,RND1,1.807758,5.061799
CHAF1A,CHAF1A,4.277827,5.061013
ARID5A,ARID5A,-2.750855,5.059614
PFN1,PFN1,5.230085,5.058179
LOC100290023,LOC100290023,-7.78112,5.05521
ZNF567,ZNF567,6.419974,5.054363
B9D2,B9D2,-4.79907,5.047464
NR1D2,NR1D2,18.749451,5.046562
TMEM186,TMEM186,-9.73286,5.043992
HEXB,HEXB,-2.042846,5.043871
LHPP,LHPP,-5.867546,5.043413
TMEM56,TMEM56,-3.54184,5.043352
ZNF212,ZNF212,2.404742,5.042539
STAP2,STAP2,-2.908126,5.032795
FMR1,FMR1,5.024971,5.031341
ZC2HC1C,FAM164C,-6.408409,5.027299
ZNF267,ZNF267,0.468335,5.02538
ATG7,ATG7,-8.894619,5.025323
CCDC124,CCDC124,-8.51711,5.022709
SLC39A14,SLC39A14,18.177336,5.021757
HYAL1,HYAL1,5.17244,5.018778
GAGE12G,GAGE12G,-4.848914,5.016285
SMIM13,C6ORF228,12.580128,5.016062
DUS2,DUS2L,-5.992214,5.014222
CA7,CA7,11.596281,5.006256
CSTF1,CSTF1,-6.702643,5.001587
ZNF232,ZNF232,8.66293,4.999742
LRRC2,LRRC2,-16.5947,4.998351
PTGFRN,PTGFRN,-8.048846,4.993397
ANKRD55,ANKRD55,-13.774483,4.986936
CARTPT,CARTPT,-6.442903,4.984145
PIGW,PIGW,5.009684,4.980068
NIPA2,NIPA2,0.202535,4.974498
LCN1,LCN1,-2.173971,4.972961
ALKBH2,ALKBH2,-0.09041,4.972535
JMJD6,JMJD6,1.480198,4.971036
MRPL39,MRPL39,6.71722,4.965645
RFLNB,FAM101B,-4.176143,4.962575
MELTF,MFI2,-5.876563,4.958733
HS3ST3B1,HS3ST3B1,-0.35098,4.950926
ANXA8,ANXA8,-15.318873,4.950899
KCNS3,KCNS3,5.358217,4.94826
GAP43,GAP43,-13.332836,4.946032
DCDC2,DCDC2,-10.595034,4.945968
AMIGO1,AMIGO1,-3.470956,4.942488
NLN,NLN,-2.706513,4.939725
GATA4,GATA4,-2.682288,4.939151
C10orf92,C10orf92,0.114562,4.936526
ZBTB7B,ZBTB7B,3.036457,4.933105
C1S,C1S,-15.675511,4.933026
AC007601.1,AC007601.1,-10.202578,4.932202
IFT57,IFT57,3.137282,4.930734
YIPF2,YIPF2,-1.279766,4.93044
FGF18,FGF18,9.960396,4.928166
CAPN9,CAPN9,-6.23754,4.927152
LOC100291744,LOC100291744,-9.096037,4.926509
LOC642661,LOC642661,-3.494018,4.925927
ZNF653,ZNF653,3.273086,4.921684
PGBD4,PGBD4,9.20232,4.915999
GATA2,GATA2,0.406826,4.915049
CIDECP,CIDECP,-0.351386,4.914479
CAPNS1,CAPNS1,-12.248814,4.912591
MRM3,RNMTL1,-7.175079,4.910877
SERTAD4-AS1,C1orf133,10.952048,4.910304
MBLAC1,MBLAC1,0.31248,4.908417
LOC644662,LOC644662,-12.938598,4.906045
ARSE,ARSE,-3.268502,4.905145
GNLY,GNLY,1.156417,4.90315
DUSP27,DUSP27,-9.713051,4.903068
MOB3B,MOBKL2B,-0.930345,4.902268
GPAT2,GPAT2,-3.395407,4.901224
FTH1P14,FTH1P14,0.627683,4.900784
GPA33,GPA33,-4.212987,4.891369
ZNF691,ZNF691,-7.247675,4.88946
SCAND3,SCAND3,9.176386,4.88746
EIF4ENIF1,EIF4ENIF1,0.533173,4.886649
SLC34A1,SLC34A1,-2.817644,4.882158
DHDDS,DHDDS,-10.510848,4.881733
VPS33A,VPS33A,-4.157902,4.881525
SNX14,SNX14,0.890109,4.880703
CD6,CD6,-9.565879,4.88004
ARHGAP29,ARHGAP29,-0.611823,4.879052
KLHL26,KLHL26,-7.75395,4.87725
ZNF684,ZNF684,8.498164,4.875844
COL5A2,COL5A2,-3.484366,4.8755
CCDC12,CCDC12,1.560044,4.874936
PEX12,PEX12,3.192488,4.870922
RBP4,RBP4,-20.269004,4.870192
SMC1A,SMC1A,9.222686,4.867306
F8,F8,-2.891535,4.8627
FBXO33,FBXO33,9.258163,4.860904
HIST1H3H,HIST1H3H,1.624804,4.860628
COL6A1,COL6A1,3.398701,4.85989
PRDM7,PRDM7,-3.079463,4.8524
ZNF433,ZNF433,-3.000737,4.85072
LGALS1,LGALS1,-2.344305,4.849051
CHEK2,CHEK2,2.185259,4.84705
FXYD7,FXYD7,-2.691704,4.843836
DNAJA2,DNAJA2,-6.898961,4.839621
RNF8,RNF8,-3.596232,4.838882
CBLN1,CBLN1,-10.904939,4.838839
INA,INA,11.064823,4.836052
ARG1,ARG1,-0.161384,4.832725
KHK,KHK,-5.931522,4.832446
QPCT,QPCT,1.512215,4.829052
SMPD2,SMPD2,-14.810848,4.825241
TULP2,TULP2,-3.553846,4.824832
NDST3,NDST3,-7.146004,4.822781
ZBTB24,ZBTB24,-0.215538,4.822246
MRPL28,MRPL28,-12.884354,4.822107
PDLIM1,PDLIM1,-6.907826,4.820537
SOST,SOST,11.934199,4.818004
MKL2,MKL2,-12.41203,4.813398
LOC643669,LOC643669,11.833533,4.810884
GJD2,GJD2,-1.293346,4.810871
LMO4,LMO4,-7.136534,4.802978
FNDC3B,FNDC3B,-2.818157,4.802102
MAP4K3,MAP4K3,-9.045602,4.797652
RXFP1,RXFP1,-5.546486,4.796695
HAGHL,HAGHL,7.242073,4.795099
AC099797.1,AC099797.1,7.634455,4.79444
ITFG1,ITFG1,-10.074885,4.793643
RGS6,RGS6,1.631122,4.789993
GPN2,GPN2,-6.551038,4.789409
NCALD,NCALD,4.233302,4.789178
FAM114A2,FAM114A2,-5.381599,4.788845
RSPO1,RSPO1,-7.945476,4.787766
STPG1,C1orf201,15.185024,4.786793
PCGF1,PCGF1,10.889027,4.785431
TNNI3K,TNNI3K,2.334249,4.782041
TRMT10A,RG9MTD2,10.240275,4.781746
EIF5A2,EIF5A2,13.025307,4.777809
ZCCHC6,ZCCHC6,10.529637,4.774643
STAMBPL1,STAMBPL1,5.411266,4.773905
KLF11,KLF11,1.167317,4.772402
NOXA1,NOXA1,-1.384607,4.772003
GPATCH3,GPATCH3,-5.619975,4.771871
LY6E,LY6E,-9.320499,4.771057
OSBPL1A,OSBPL1A,10.926803,4.769614
ENTPD7,ENTPD7,4.352229,4.766472
SGTB,SGTB,0.167771,4.765149
SMPX,SMPX,2.080286,4.76212
B4GALNT1,B4GALNT1,-7.339797,4.758884
LOC100128737,LOC100128737,-14.469173,4.75659
TRAM2,TRAM2,2.696211,4.748827
TMEM53,TMEM53,-14.262847,4.74766
CAPS2,CAPS2,4.36447,4.747149
ZNF671,ZNF671,1.214452,4.745326
PPP1R12A,PPP1R12A,-3.088065,4.744949
POLR3D,POLR3D,4.82871,4.743191
GSK3B,GSK3B,3.513189,4.740815
AP4S1,AP4S1,-2.670243,4.740699
DGKE,DGKE,-1.060377,4.73919
VIT,VIT,-10.933368,4.736316
XK,XK,-7.367407,4.731587
KCNH6,KCNH6,11.078559,4.730062
DPP10,DPP10,-11.740182,4.72693
MIOS,MIOS,3.331041,4.725402
WDYHV1,WDYHV1,4.025607,4.724994
SYNM,SYNM,-4.464756,4.721981
TMEM198,TMEM198,-7.043518,4.72157
TXK,TXK,6.451349,4.719756
MAD1L1,MAD1L1,2.925365,4.718954
SEC14L5,SEC14L5,7.052122,4.716712
LOC727796,LOC727796,-11.917408,4.716087
POP7,POP7,-1.830948,4.709975
EDC3,EDC3,-6.582153,4.708511
PAQR5,PAQR5,4.090381,4.706484
NKG7,NKG7,3.031885,4.705742
LOC339524,LOC339524,-15.545338,4.701798
PIP4K2C,PIP4K2C,-1.189292,4.700278
ST3GAL3,ST3GAL3,3.752203,4.699456
CDKN2A,CDKN2A,3.26304,4.698451
DNAJC21,DNAJC21,-0.249708,4.695436
KIAA1045,KIAA1045,-7.640132,4.695413
LOC100291229,LOC100291229,-9.396994,4.695391
PLA2G4A,PLA2G4A,-3.308272,4.693701
NLE1,NLE1,-15.152058,4.69098
FAM209B,C20orf107,0.701401,4.690217
MGC39372,MGC39372,-2.431389,4.688781
CARD11,CARD11,-7.85898,4.687989
CBLN4,CBLN4,-2.734367,4.685026
STXBP5L,STXBP5L,9.375466,4.682348
MED10,MED10,-12.203903,4.681718
ZSCAN25,ZNF498,2.802997,4.681564
AC138894.3,AC138894.3,-8.528268,4.680259
HPS6,HPS6,-6.018117,4.674818
EXD3,EXD3,-7.777272,4.673052
OPTN,OPTN,-11.388316,4.670775
FARS2,FARS2,-8.233486,4.669721
DNAJC16,DNAJC16,3.77152,4.665991
HES4,HES4,-14.145718,4.663901
ENO2,ENO2,3.014976,4.659412
ALG3,ALG3,4.978012,4.658782
FRMD6,FRMD6,-5.634376,4.658765
ENOX1,ENOX1,-15.523016,4.65768
WDCP,C2orf44,-3.184657,4.656999
AC091878.1,AC091878.1,5.318828,4.65591
ARHGAP20,ARHGAP20,-8.815107,4.655096
C19orf47,C19orf47,-5.094513,4.654225
TNFRSF11A,TNFRSF11A,-13.11193,4.653674
TCEANC,TCEANC,-3.889117,4.650262
CTXN2,CTXN2,-5.123528,4.649081
FSTL5,FSTL5,-8.397098,4.646136
RARA,RARA,8.369143,4.645019
SATB2,SATB2,3.334681,4.637777
CLTC,CLTC,-4.459077,4.636982
PITPNB,PITPNB,-11.443397,4.633808
FCHSD1,FCHSD1,10.585112,4.633097
ZAP70,ZAP70,-7.113473,4.632116
NUDT13,NUDT13,-0.865888,4.628389
CPSF3,CPSF3,-0.65919,4.622221
IGSF8,IGSF8,-5.721013,4.618248
HMOX2,HMOX2,-3.545346,4.614536
STK3,STK3,9.195512,4.6142
ZBTB11,ZBTB11,4.692081,4.611215
OSBPL5,OSBPL5,8.651279,4.605424
KIAA1984,KIAA1984,-0.731075,4.602316
ATXN7L3B,ATXN7L3B,1.03881,4.601826
TMEM141,TMEM141,-9.151873,4.596854
WDR18,WDR18,-4.209434,4.593354
SYT4,SYT4,-7.462133,4.593292
GEMIN7,GEMIN7,4.938623,4.593131
OSGIN1,OSGIN1,-3.911184,4.589881
KCNA5,KCNA5,-3.677338,4.589288
METTL22,C16orf68,-4.047929,4.584751
DKK1,DKK1,3.211091,4.581101
SYT9,SYT9,-11.840632,4.576886
PPP1CB,PPP1CB,-0.997881,4.57641
C17orf100,C17orf100,7.735169,4.576029
MAGIX,MAGIX,-11.320016,4.575327
RP11-790G19.2,RP11-790G19.2,2.973733,4.5745
MAGEE2,MAGEE2,-3.592477,4.571821
TPST1,TPST1,-14.416703,4.571574
LINC00473,LINC00473,12.826134,4.570129
KLHL25,KLHL25,-8.568047,4.565174
ORC4,ORC4,-4.915354,4.564801
HYLS1,HYLS1,9.27864,4.563569
HOMER1,HOMER1,-2.450681,4.562656
DSC1,DSC1,0.185187,4.55942
PPP3R1,PPP3R1,-7.82721,4.558788
ZSWIM3,ZSWIM3,-0.784483,4.557229
MAP3K13,MAP3K13,16.223213,4.557173
POLA2,POLA2,-5.722608,4.55686
TFPT,TFPT,-14.384879,4.556385
KCNA3,KCNA3,3.233436,4.554873
CHN1,CHN1,8.239384,4.54952
LOC727916,LOC727916,-3.416983,4.548089
WDR83OS,WDR83OS,-10.658644,4.54806
CABLES2,CABLES2,6.072136,4.543428
AFAP1L2,AFAP1L2,-1.709938,4.543068
JOSD2,JOSD2,-5.427817,4.542356
SNX33,SNX33,-2.498142,4.534861
MRPS30,MRPS30,9.241583,4.532775
AHSG,AHSG,-5.591139,4.532053
NKPD1,NKPD1,-1.249955,4.531386
AC068353.1,AC068353.1,8.808656,4.529807
ECSIT,ECSIT,11.083864,4.528776
SHKBP1,SHKBP1,-7.653608,4.528097
HYAL3,HYAL3,-0.899024,4.527902
TNFRSF4,TNFRSF4,-1.905828,4.525826
FZD3,FZD3,-4.231852,4.525819
LZTR1,LZTR1,-9.116166,4.525279
OR2M5,OR2M5,3.875554,4.52124
PPIEL,PPIEL,11.130237,4.517572
ANKRD46,ANKRD46,-4.056529,4.517172
STAT6,STAT6,-4.632889,4.515406
KCNJ6,KCNJ6,-0.58913,4.515004
IGHMBP2,IGHMBP2,-6.916373,4.514869
NFKBIE,NFKBIE,-12.349089,4.512896
UCHL5,UCHL5,12.274109,4.511487
CTU1,ATPBD3,-9.161498,4.508763
CHRD,CHRD,14.964038,4.50711
LPAR3,LPAR3,-4.329973,4.506767
ARFIP2,ARFIP2,-8.925118,4.504494
TOX2,C20orf100,11.311387,4.50316
CTNNBL1,CTNNBL1,-0.153706,4.502921
MEA1,MEA1,-13.931759,4.498453
FAM75A2,FAM75A2,-7.434998,4.489726
SYNGR3,SYNGR3,-12.523385,4.485686
PCDHAC2,PCDHAC2,-9.234354,4.485491
SKIDA1,C10orf140,11.953296,4.484061
KLK10,KLK10,-15.459574,4.483104
MOCS3,MOCS3,-1.602935,4.482255
ALPK3,ALPK3,-0.480272,4.482089
RAD18,RAD18,-4.957395,4.480893
THAP3,THAP3,6.214645,4.480387
RTN4RL1,RTN4RL1,-12.601804,4.480297
CREG2,CREG2,-12.430727,4.480293
RAD54B,RAD54B,11.639489,4.480067
MRPS9,MRPS9,-6.762501,4.478454
C18orf25,C18orf25,13.614885,4.476282
FAM106A,FAM106A,7.46789,4.476129
WDR31,WDR31,-12.361987,4.472666
GRIN2A,GRIN2A,9.790624,4.470187
PTGER1,PTGER1,-4.737289,4.469913
TIAM2,TIAM2,10.369765,4.467041
ILF2,ILF2,-10.053876,4.463379
PHF20L1,PHF20L1,-8.243587,4.460448
MED20,MED20,2.962418,4.460419
C20orf200,C20orf200,11.367661,4.460228
MICAL2,MICAL2,6.132963,4.457014
ADGRA1,GPR123,1.877313,4.453007
FGG,FGG,-1.847588,4.452721
PAPSS2,PAPSS2,0.829134,4.45028
SGF29,CCDC101,-0.481063,4.44977
TIGD3,TIGD3,6.26649,4.449655
HMCN1,HMCN1,2.597981,4.449492
UNC5D,UNC5D,-4.013165,4.448579
MTIF2,MTIF2,1.306628,4.446114
CUL3,CUL3,2.696081,4.44605
LTN1,RNF160,5.56168,4.443797
TMEM171,TMEM171,-1.057937,4.438876
FGFR1OP2,FGFR1OP2,3.412026,4.4345
BCAR1,BCAR1,0.130304,4.433821
CALY,CALY,-7.701585,4.433338
STX1A,STX1A,-8.859626,4.431825
TEAD4,TEAD4,9.622062,4.430857
ADRM1,ADRM1,-7.084343,4.429355
TRIM3,TRIM3,-1.166315,4.427542
BICC1,BICC1,-5.256742,4.42612
GPR137,GPR137,-4.929036,4.42601
GJB5,GJB5,-4.153536,4.42229
ABHD14B,ABHD14B,-5.456302,4.421784
TUBD1,TUBD1,14.691683,4.419635
ARHGEF16,ARHGEF16,1.326429,4.419429
ANKRD28,ANKRD28,-4.971295,4.419013
P2RY11,P2RY11,-7.014134,4.417802
DTX1,DTX1,-8.771133,4.417367
ITPR1,ITPR1,10.725182,4.416358
CSTF2T,CSTF2T,6.012684,4.415168
RNF175,RNF175,-9.09893,4.414238
TMIE,TMIE,-12.360722,4.413976
USF1,USF1,1.650913,4.410153
DCAF11,WDR23,-14.689867,4.409905
PCDHB10,PCDHB10,7.95144,4.407526
PSMD7,PSMD7,-7.636186,4.405072
LEMD1,LEMD1,-4.888258,4.404958
SLC19A1,SLC19A1,-10.487801,4.402421
C11orf68,C11orf68,-0.218621,4.396425
GLRX,GLRX,4.08344,4.392474
ZNF484,ZNF484,1.697957,4.391297
ZBTB39,ZBTB39,8.637787,4.388022
FXYD2,FXYD2,-7.545298,4.387827
SNAPC2,SNAPC2,0.328606,4.387497
CNN2,CNN2,-2.207166,4.3871
IGFBP6,IGFBP6,1.037484,4.385723
RNF220,RNF220,4.961914,4.385515
TRMU,TRMU,4.905771,4.384329
OPRL1,OPRL1,4.115632,4.381489
MRPL4,MRPL4,-4.830973,4.380649
PDZD2,PDZD2,-7.841628,4.380624
TCF7L2,TCF7L2,9.244732,4.380477
COPG2,COPG2,-6.728081,4.377011
TMEM59L,TMEM59L,-12.3741,4.374535
ACD,ACD,-2.70287,4.371918
SC5D,SC5DL,-4.381141,4.368624
C11orf24,C11orf24,5.13255,4.367946
C11orf44,C11orf44,-3.107385,4.365457
C17ORF49,C17ORF49,-9.67535,4.365273
RAB39B,RAB39B,-8.179712,4.355563
USP2,USP2,12.766642,4.355303
SORL1,SORL1,10.510057,4.353747
CRELD1,CRELD1,0.736211,4.353646
TLE3,TLE3,-5.885449,4.349836
PHF23,PHF23,-2.150201,4.341726
MED7,MED7,-2.352947,4.339939
NUDT18,NUDT18,-11.589805,4.33863
EDN1,EDN1,-7.160898,4.338267
COL4A4,COL4A4,4.381967,4.337579
LOC646762,LOC646762,-0.738861,4.337168
RET,RET,15.237726,4.336687
GPD1L,GPD1L,-2.614513,4.335921
NOSIP,NOSIP,-5.281557,4.334661
ADGRA2,GPR124,6.397743,4.32926
GALNT13,GALNT13,-1.326919,4.324778
TCP10L,TCP10L,-10.937021,4.322788
NAGPA,NAGPA,11.286487,4.322402
PRKD1,PRKD1,-5.602104,4.315831
CD99L2,CD99L2,9.499847,4.314465
NUBPL,NUBPL,-11.836325,4.31304
PANX1,PANX1,-9.037018,4.312854
ADCY2,ADCY2,-13.337167,4.312656
SCAI,SCAI,9.037512,4.311934
GPR162,GPR162,-0.052626,4.311388
BECN1,BECN1,-0.12616,4.307004
SPRY1,SPRY1,-7.762526,4.30622
CD53,CD53,-8.139656,4.301537
RAB40C,RAB40C,10.274125,4.300124
SMG8,C17orf71,-8.650951,4.299627
SMUG1,SMUG1,-3.034066,4.292853
ALOX15B,ALOX15B,-4.095247,4.292106
PIN1,PIN1,-12.312592,4.289205
MFAP3,MFAP3,12.002951,4.287775
APBB3,APBB3,-1.936621,4.28691
ACTR1B,ACTR1B,8.098272,4.286452
METTL21C,C13orf39,0.033672,4.284494
HSPA1L,HSPA1L,2.819313,4.284017
DHPS,DHPS,-4.644218,4.281576
PF4,PF4,-5.266303,4.280721
CHN2,CHN2,4.337543,4.272546
TBC1D15,TBC1D15,-1.339358,4.271236
NSUN4,NSUN4,2.391397,4.270799
FAM50A,FAM50A,-2.356248,4.270769
EXO5,DEM1,-1.907693,4.26797
HDX,HDX,-0.666835,4.267678
CCNI,CCNI,14.724449,4.265413
SNX3,SNX3,-12.466551,4.265202
LINC00347,LINC00347,-1.290557,4.263574
PIK3CD,PIK3CD,-11.32169,4.26314
COL23A1,COL23A1,-8.86121,4.263004
PTPRQ,PTPRQ,-9.475024,4.260203
SEMA4F,SEMA4F,-14.104148,4.258932
ZMAT5,ZMAT5,-4.893579,4.257929
LOC642943,LOC642943,-3.897702,4.256912
SH2D3C,SH2D3C,-5.637366,4.255756
TMEM196,TMEM196,-8.689286,4.25428
NRSN1,NRSN1,2.708278,4.252926
SVOP,SVOP,-17.178203,4.252225
PTGDR,PTGDR,-3.413089,4.251928
MRM2,FTSJ2,-2.85183,4.247239
TACC3,TACC3,8.513132,4.244894
SYP,SYP,-5.914384,4.242335
CDH9,CDH9,-16.395953,4.241848
LOC400027,LOC400027,-11.76858,4.240473
LOC400657,LOC400657,-10.716513,4.235617
CFC1,CFC1,10.47741,4.234808
SCRT1,SCRT1,14.589197,4.232798
GBAP,GBAP,-12.417399,4.231791
AGRN,AGRN,-5.735742,4.227088
PIN1P1,PIN1P1,-11.345331,4.219864
FIGN,FIGN,5.395565,4.218063
P2RY14,P2RY14,1.107719,4.216843
LAMA2,LAMA2,-0.498479,4.216729
INPP5J,INPP5J,2.18422,4.216343
SPANXC,SPANXC,-3.488117,4.214583
CRYBB2,CRYBB2,-5.521128,4.214175
C11orf86,C11orf86,-3.777137,4.2129
MAP2K2,MAP2K2,1.053681,4.212184
