section	readout	atlas	construction	trait	method	estimate	se	p	n	note	source
prs_scz2025	PRS beta (SD/SD): ancestry-matched composite -> pooled (primary)	hcp	perregion	global_slope	CT	-0.033041	0.010507	0.013346	8596	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): ancestry-matched composite -> pooled (primary)	hcp	1lmm	global_slope	PRSCSX	-0.029684	0.010412	0.0043718	8596	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): ancestry-matched composite -> pooled (primary)	hcp	perregion	global_slope	PRSCSX	-0.019045	0.010527	0.070473	8596	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	1lmm	global_slope	CT	-0.042571	0.014433	0.025596	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	perregion	global_slope	CT	-0.035431	0.014624	0.12356	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	1lmm	global_slope	PRSCS	-0.036728	0.014407	0.010831	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	perregion	global_slope	PRSCS	-0.036994	0.014546	0.011019	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	1lmm	global_slope	SBayesR	-0.027548	0.014399	0.055798	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	perregion	global_slope	SBayesR	-0.032501	0.014529	0.025338	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	1lmm	global_slope	SBayesRC	-0.034758	0.014384	0.015718	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	perregion	global_slope	SBayesRC	-0.039855	0.014515	0.0060629	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	1lmm	global_slope	PRSCSX	-0.033509	0.014411	0.020104	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	hcp	perregion	global_slope	PRSCSX	-0.031962	0.014547	0.028059	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	1lmm	global_slope	CT	-0.030298	0.010334	0.027016	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	perregion	global_slope	CT	-0.041377	0.010434	0.00059074	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	1lmm	global_slope	PRSCS	-0.026779	0.01037	0.0098317	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	perregion	global_slope	PRSCS	-0.028108	0.010479	0.0073255	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	1lmm	global_slope	SBayesR	-0.029562	0.010422	0.004571	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	perregion	global_slope	SBayesR	-0.033404	0.010531	0.0015202	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	1lmm	global_slope	SBayesRC	-0.030871	0.010365	0.0029057	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	perregion	global_slope	SBayesRC	-0.031769	0.010472	0.002423	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	1lmm	global_slope	PRSCSX	-0.026287	0.010291	0.010656	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	hcp	perregion	global_slope	PRSCSX	-0.022848	0.010398	0.028027	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab_hcp/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	C+T min-p permutation (primary, EUR)	hcp	perregion	baseline_thickness	CT			0.36782	4308	2000 family-block permutations; trait=SCZ25_EUR	work/results_70tab_hcp/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary, EUR)	hcp	perregion	global_slope	CT			0.003998	4308	2000 family-block permutations; trait=SCZ25_EUR	work/results_70tab_hcp/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary, full)	hcp	perregion	baseline_thickness	CT			0.50425	8596	2000 family-block permutations; trait=SCZ25_META	work/results_70tab_hcp/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary, full)	hcp	perregion	global_slope	CT			0.007996	8596	2000 family-block permutations; trait=SCZ25_META	work/results_70tab_hcp/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (secondary, EUR)	hcp	perregion	baseline_thickness	CT			0.72164	4308	2000 family-block permutations; trait=SCZ25_META	work/results_70tab_hcp/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (secondary, EUR)	hcp	perregion	global_slope	CT			0.056472	4308	2000 family-block permutations; trait=SCZ25_META	work/results_70tab_hcp/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary_matched, full)	hcp	perregion	baseline_thickness	CT			0.54323	8596	2000 family-block permutations; trait=SCZ25_MATCHED	work/results_70tab_hcp/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary_matched, full)	hcp	perregion	global_slope	CT			0.010995	8596	2000 family-block permutations; trait=SCZ25_MATCHED	work/results_70tab_hcp/prs_scz2025/table_minp_permutation.tsv
prs_scz2025_strata	heterogeneity_PRSxStratum (all)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR			0.92052	8596		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	pooled_stratumFE (all)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR	-0.03698	0.011454	0.0012496	8596		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (EURanchor)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR	-0.041819	0.014642	0.0043108	4308		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (EURlike)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR	-0.034417	0.0135	0.010818	5665		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster1)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR	-0.04315	0.034605	0.21262	1623		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster2)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR	-0.055758	0.033687	0.098245	928		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster3)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR	-0.046271	0.053758	0.38995	380		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	heterogeneity_PRSxStratum (all)	hcp	perregion	global_slope	SBayesRC SCZ25_META			0.18907	8596		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	pooled_stratumFE (all)	hcp	perregion	global_slope	SBayesRC SCZ25_META	-0.02768	0.010379	0.0076719	8596		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (EURanchor)	hcp	perregion	global_slope	SBayesRC SCZ25_META	-0.039855	0.014515	0.0060629	4308		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (EURlike)	hcp	perregion	global_slope	SBayesRC SCZ25_META	-0.031353	0.012724	0.013767	5665		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster1)	hcp	perregion	global_slope	SBayesRC SCZ25_META	0.007613	0.02469	0.75786	1623		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster2)	hcp	perregion	global_slope	SBayesRC SCZ25_META	-0.063533	0.031585	0.044576	928		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster3)	hcp	perregion	global_slope	SBayesRC SCZ25_META	-0.066622	0.050103	0.18446	380		work/results_70tab_hcp/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	CT SCZ25_EUR	-0.094647	0.048679	0.052231	4308	beta_B=-0.046 (p 0.00277); p_diff=0.35	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	CT SCZ25_EUR	-0.041972	0.05287	0.42739	8596	beta_B=-0.063 (p 0.000375); p_diff=0.70	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	CT SCZ25_META	-0.081678	0.049932	0.1023	4308	beta_B=-0.030 (p 0.0517); p_diff=0.33	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	CT SCZ25_META	0.012913	0.063238	0.83822	8596	beta_B=-0.057 (p 0.00715); p_diff=0.29	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	PRSCS SCZ25_EUR	-0.073248	0.04745	0.12309	4308	beta_B=-0.037 (p 0.0163); p_diff=0.47	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	PRSCS SCZ25_EUR	-0.030539	0.056914	0.59163	8596	beta_B=-0.058 (p 0.00311); p_diff=0.65	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	PRSCS SCZ25_META	-0.033083	0.046447	0.47651	4308	beta_B=-0.037 (p 0.0146); p_diff=0.93	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	PRSCS SCZ25_META	0.023828	0.032662	0.46578	8596	beta_B=-0.028 (p 0.00966); p_diff=0.13	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	SBayesR SCZ25_EUR	-0.027734	0.047083	0.556	4308	beta_B=-0.044 (p 0.00462); p_diff=0.75	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	SBayesR SCZ25_EUR	-0.011104	0.068924	0.87203	8596	beta_B=-0.093 (p 0.000137); p_diff=0.25	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	SBayesR SCZ25_META	-0.032418	0.04527	0.47415	4308	beta_B=-0.033 (p 0.0343); p_diff=1.00	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	SBayesR SCZ25_META	0.026338	0.03778	0.48581	8596	beta_B=-0.034 (p 0.00969); p_diff=0.13	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR	-0.035168	0.047331	0.45769	4308	beta_B=-0.043 (p 0.00579); p_diff=0.88	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	SBayesRC SCZ25_EUR	-0.0052327	0.059064	0.92942	8596	beta_B=-0.070 (p 0.00054); p_diff=0.29	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	SBayesRC SCZ25_META	-0.014845	0.046238	0.74825	4308	beta_B=-0.043 (p 0.00537); p_diff=0.57	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	SBayesRC SCZ25_META	0.020757	0.033626	0.53713	8596	beta_B=-0.034 (p 0.00248); p_diff=0.12	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	PRSCSX SCZ25_EUR	-0.062585	0.046073	0.17475	4308	beta_B=-0.032 (p 0.0379); p_diff=0.53	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	PRSCSX SCZ25_EUR	-0.0064364	0.045018	0.88633	8596	beta_B=-0.037 (p 0.0146); p_diff=0.51	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	hcp	perregion	global_slope	PRSCSX SCZ25_META	-0.034434	0.045416	0.44858	4308	beta_B=-0.032 (p 0.0392); p_diff=0.95	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	hcp	perregion	global_slope	PRSCSX SCZ25_META	0.020093	0.032245	0.53328	8596	beta_B=-0.025 (p 0.0219); p_diff=0.18	work/results_70tab_hcp/prs_scz2025/table_scz2025_family.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	hcp	1lmm	baseline_thickness	CT	0.014128	0.010963	1	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	hcp	perregion	baseline_thickness	CT	0.014316	0.010952	1	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	hcp	1lmm	baseline_thickness	PRSCS	0.0036121	0.010838	0.73893	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	hcp	perregion	baseline_thickness	PRSCS	0.0041129	0.010827	0.70405	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	hcp	1lmm	baseline_thickness	SBayesR	0.016113	0.010898	0.13931	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	hcp	perregion	baseline_thickness	SBayesR	0.01662	0.010887	0.12691	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	hcp	1lmm	baseline_thickness	SBayesRC	0.0089474	0.010802	0.4075	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	hcp	perregion	baseline_thickness	SBayesRC	0.0096502	0.010791	0.37118	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_pooled -> full	hcp	1lmm	baseline_thickness	CT	-0.014953	0.010785	1	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_pooled -> full	hcp	perregion	baseline_thickness	CT	-0.014821	0.010774	1	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_pooled -> full	hcp	1lmm	baseline_thickness	PRSCS	-0.0096012	0.010879	0.37752	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_pooled -> full	hcp	perregion	baseline_thickness	PRSCS	-0.0091845	0.010868	0.39809	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_pooled -> full	hcp	1lmm	baseline_thickness	SBayesR	-0.0030498	0.011015	0.78188	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_pooled -> full	hcp	perregion	baseline_thickness	SBayesR	-0.0026109	0.011004	0.81246	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_pooled -> full	hcp	1lmm	baseline_thickness	SBayesRC	-0.0031183	0.010903	0.77488	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_pooled -> full	hcp	perregion	baseline_thickness	SBayesRC	-0.0027387	0.010892	0.80148	8596	score=zanc	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	hcp	1lmm	baseline_thickness	CT	-0.021975	0.015351	1	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	hcp	perregion	baseline_thickness	CT	-0.022085	0.015332	1	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	hcp	1lmm	baseline_thickness	PRSCS	0.0097382	0.015609	0.53274	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	hcp	perregion	baseline_thickness	PRSCS	0.0098086	0.015589	0.52927	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	hcp	1lmm	baseline_thickness	SBayesR	0.018463	0.015646	0.23806	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	hcp	perregion	baseline_thickness	SBayesR	0.018656	0.015626	0.2326	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	hcp	1lmm	baseline_thickness	SBayesRC	0.019642	0.01554	0.20631	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	hcp	perregion	baseline_thickness	SBayesRC	0.019863	0.015521	0.20068	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	hcp	1lmm	baseline_thickness	CT	-0.025149	0.015388	0.81815	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	hcp	perregion	baseline_thickness	CT	-0.024227	0.015369	0.92017	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	hcp	1lmm	baseline_thickness	PRSCS	-0.027613	0.015508	0.075059	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	hcp	perregion	baseline_thickness	PRSCS	-0.027098	0.015489	0.080278	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	hcp	1lmm	baseline_thickness	SBayesR	-0.021485	0.015721	0.17182	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	hcp	perregion	baseline_thickness	SBayesR	-0.020702	0.015702	0.18743	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	hcp	1lmm	baseline_thickness	SBayesRC	-0.021415	0.015629	0.17069	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	hcp	perregion	baseline_thickness	SBayesRC	-0.020722	0.015609	0.18439	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	hcp	1lmm	baseline_thickness	CT	-0.039741	0.015275	0.074466	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	hcp	perregion	baseline_thickness	CT	-0.039919	0.015256	0.071294	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	hcp	1lmm	baseline_thickness	PRSCS	-0.039383	0.015391	0.010534	4308	score=raw	work/results_70tab_hcp/prs_final_1lmm/table_order_of_operations_all.tsv
